Phi[deg],Theta[deg],dB(DirTotal)
-70,148,-9.72525
-68,148,-9.63062
-66,148,-9.53251
-64,148,-9.43185
-62,148,-9.32952
-60,148,-9.22634
-58,148,-9.12306
-56,148,-9.02037
-54,148,-8.91888
-52,148,-8.81911
-50,148,-8.72154
-48,148,-8.62658
-46,148,-8.53458
-44,148,-8.44584
-42,148,-8.36059
-40,148,-8.27906
-38,148,-8.20142
-36,148,-8.12781
-34,148,-8.05835
-32,148,-7.99314
-30,148,-7.93226
-28,148,-7.8758
-26,148,-7.8238
-24,148,-7.77633
-22,148,-7.73344
-20,148,-7.69518
-18,148,-7.6616
-16,148,-7.63276
-14,148,-7.6087
-12,148,-7.5895
-10,148,-7.5752
-8,148,-7.56588
-6,148,-7.56161
-4,148,-7.56246
-2,148,-7.56852
0,148,-7.57986
2,148,-7.59659
4,148,-7.61878
6,148,-7.64655
8,148,-7.67998
10,148,-7.71918
12,148,-7.76425
14,148,-7.8153
16,148,-7.87241
18,148,-7.9357
20,148,-8.00526
22,148,-8.08116
24,148,-8.1635
26,148,-8.25235
28,148,-8.34776
30,148,-8.44979
32,148,-8.55844
34,148,-8.67374
36,148,-8.79565
38,148,-8.92414
40,148,-9.0591
42,148,-9.20041
44,148,-9.3479
46,148,-9.50134
48,148,-9.66042
50,148,-9.82477
52,148,-9.99396
54,148,-10.1674
56,148,-10.3445
58,148,-10.5245
60,148,-10.7065
62,148,-10.8895
64,148,-11.0723
66,148,-11.2537
68,148,-11.4322
70,148,-11.6064
72,148,-11.7744
74,148,-11.9348
76,148,-12.0856
78,148,-12.2253
80,148,-12.3519
82,148,-12.4642
84,148,-12.5606
86,148,-12.6401
88,148,-12.702
90,148,-12.7457
92,148,-12.7712
94,148,-12.7789
96,148,-12.7693
98,148,-12.7434
100,148,-12.7026
102,148,-12.6481
104,148,-12.5815
106,148,-12.5046
108,148,-12.4188
110,148,-12.3259
112,148,-12.2273
114,148,-12.1244
116,148,-12.0186
118,148,-11.9109
120,148,-11.8023
122,148,-11.6937
124,148,-11.5857
126,148,-11.479
128,148,-11.3739
130,148,-11.2707
132,148,-11.1698
134,148,-11.0712
136,148,-10.9751
138,148,-10.8815
140,148,-10.7903
142,148,-10.7016
144,148,-10.6151
146,148,-10.5309
148,148,-10.4488
150,148,-10.3686
152,148,-10.2904
154,148,-10.214
156,148,-10.1392
158,148,-10.066
160,148,-9.99439
162,148,-9.92427
164,148,-9.85563
166,148,-9.78846
168,148,-9.72278
170,148,-9.65864
172,148,-9.5961
174,148,-9.53525
176,148,-9.47618
178,148,-9.41902
180,148,-9.36391
-180,150,-9.33998
-178,150,-9.29094
-176,150,-9.24417
-174,150,-9.1998
-172,150,-9.15802
-170,150,-9.11898
-168,150,-9.08288
-166,150,-9.04989
-164,150,-9.02018
-162,150,-8.99395
-160,150,-8.97136
-158,150,-8.95258
-156,150,-8.93778
-154,150,-8.9271
-152,150,-8.92068
-150,150,-8.91864
-148,150,-8.92107
-146,150,-8.92805
-144,150,-8.93962
-142,150,-8.95581
-140,150,-8.97659
-138,150,-9.00191
-136,150,-9.03166
-134,150,-9.06572
-132,150,-9.10389
-130,150,-9.14593
-128,150,-9.19154
-126,150,-9.24036
-124,150,-9.29198
-122,150,-9.34592
-120,150,-9.40164
-118,150,-9.45855
-116,150,-9.51597
-114,150,-9.5732
-112,150,-9.62949
-110,150,-9.68402
-108,150,-9.73599
-106,150,-9.78455
-104,150,-9.82887
-102,150,-9.86815
-100,150,-9.9016
-98,150,-9.92852
-96,150,-9.94829
-94,150,-9.96038
-92,150,-9.96438
-90,150,-9.95999
-88,150,-9.94708
-86,150,-9.92563
-84,150,-9.89578
-82,150,-9.8578
-80,150,-9.81206
-78,150,-9.75905
-76,150,-9.69937
-74,150,-9.63365
-72,150,-9.5626
-70,150,-9.48696
-68,150,-9.40747
-66,150,-9.32488
-64,150,-9.23991
-62,150,-9.15326
-60,150,-9.0656
-58,150,-8.97754
-56,150,-8.88967
-54,150,-8.80249
-52,150,-8.71649
-50,150,-8.63208
-48,150,-8.54964
-46,150,-8.4695
-44,150,-8.39195
-42,150,-8.31725
-40,150,-8.2456
-38,150,-8.1772
-36,150,-8.11221
-34,150,-8.05077
-32,150,-7.99301
-30,150,-7.93904
-28,150,-7.88894
-26,150,-7.84282
-24,150,-7.80073
-22,150,-7.76277
-20,150,-7.72899
-18,150,-7.69947
-16,150,-7.67428
-14,150,-7.65348
-12,150,-7.63714
-10,150,-7.62534
-8,150,-7.61814
-6,150,-7.61562
-4,150,-7.61786
-2,150,-7.62493
0,150,-7.63692
2,150,-7.6539
4,150,-7.67597
6,150,-7.70319
8,150,-7.73567
10,150,-7.77348
12,150,-7.8167
14,150,-7.86542
16,150,-7.91969
18,150,-7.97961
20,150,-8.04522
22,150,-8.11658
24,150,-8.19374
26,150,-8.27673
28,150,-8.36557
30,150,-8.46026
32,150,-8.56078
34,150,-8.66709
36,150,-8.77912
38,150,-8.89678
40,150,-9.01992
42,150,-9.14839
44,150,-9.28196
46,150,-9.42036
48,150,-9.56328
50,150,-9.71032
52,150,-9.86102
54,150,-10.0149
56,150,-10.1712
58,150,-10.3294
60,150,-10.4886
62,150,-10.648
64,150,-10.8065
66,150,-10.9631
68,150,-11.1167
70,150,-11.266
72,150,-11.4097
74,150,-11.5466
76,150,-11.6753
78,150,-11.7945
80,150,-11.903
82,150,-11.9998
84,150,-12.0838
86,150,-12.1543
88,150,-12.2108
90,150,-12.2528
92,150,-12.2804
94,150,-12.2937
96,150,-12.2931
98,150,-12.2793
100,150,-12.2531
102,150,-12.2155
104,150,-12.1675
106,150,-12.1104
108,150,-12.0453
110,150,-11.9734
112,150,-11.8958
114,150,-11.8137
116,150,-11.728
118,150,-11.6398
120,150,-11.5497
122,150,-11.4586
124,150,-11.3671
126,150,-11.2757
128,150,-11.1848
130,150,-11.0948
132,150,-11.006
134,150,-10.9185
136,150,-10.8326
138,150,-10.7483
140,150,-10.6657
142,150,-10.5848
144,150,-10.5055
146,150,-10.428
148,150,-10.352
150,150,-10.2777
152,150,-10.2049
154,150,-10.1336
156,150,-10.0638
158,150,-9.99532
160,150,-9.9283
162,150,-9.86265
164,150,-9.7984
166,150,-9.73556
168,150,-9.67416
170,150,-9.61426
172,150,-9.55591
174,150,-9.49921
176,150,-9.44424
178,150,-9.39113
180,150,-9.33998
-180,152,-9.29822
-178,152,-9.25313
-176,152,-9.21012
-174,152,-9.16933
-172,152,-9.13089
-170,152,-9.09495
-168,152,-9.06165
-166,152,-9.03113
-164,152,-9.00354
-162,152,-8.97901
-160,152,-8.95768
-158,152,-8.93968
-156,152,-8.92513
-154,152,-8.91413
-152,152,-8.90678
-150,152,-8.90316
-148,152,-8.90333
-146,152,-8.90732
-144,152,-8.91515
-142,152,-8.9268
-140,152,-8.94223
-138,152,-8.96136
-136,152,-8.9841
-134,152,-9.01027
-132,152,-9.03971
-130,152,-9.07218
-128,152,-9.10739
-126,152,-9.14505
-124,152,-9.18477
-122,152,-9.22616
-120,152,-9.26874
-118,152,-9.31204
-116,152,-9.3555
-114,152,-9.39855
-112,152,-9.44061
-110,152,-9.48103
-108,152,-9.5192
-106,152,-9.55447
-104,152,-9.58622
-102,152,-9.61386
-100,152,-9.6368
-98,152,-9.65454
-96,152,-9.66663
-94,152,-9.67269
-92,152,-9.67242
-90,152,-9.66562
-88,152,-9.65219
-86,152,-9.63211
-84,152,-9.60548
-82,152,-9.57248
-80,152,-9.53339
-78,152,-9.48855
-76,152,-9.43838
-74,152,-9.38335
-72,152,-9.32398
-70,152,-9.2608
-68,152,-9.19437
-66,152,-9.12527
-64,152,-9.05404
-62,152,-8.98125
-60,152,-8.90741
-58,152,-8.83303
-56,152,-8.75857
-54,152,-8.68448
-52,152,-8.61116
-50,152,-8.53898
-48,152,-8.46827
-46,152,-8.39933
-44,152,-8.33245
-42,152,-8.26786
-40,152,-8.20577
-38,152,-8.14638
-36,152,-8.08986
-34,152,-8.03635
-32,152,-7.98601
-30,152,-7.93894
-28,152,-7.89527
-26,152,-7.85508
-24,152,-7.81848
-22,152,-7.78555
-20,152,-7.75638
-18,152,-7.73105
-16,152,-7.70963
-14,152,-7.69219
-12,152,-7.67883
-10,152,-7.6696
-8,152,-7.66458
-6,152,-7.66386
-4,152,-7.66749
-2,152,-7.67556
0,152,-7.68815
2,152,-7.70531
4,152,-7.72713
6,152,-7.75368
8,152,-7.78502
10,152,-7.82122
12,152,-7.86235
14,152,-7.90845
16,152,-7.95957
18,152,-8.01577
20,152,-8.07707
22,152,-8.14351
24,152,-8.21509
26,152,-8.29181
28,152,-8.37366
30,152,-8.46061
32,152,-8.55259
34,152,-8.64954
36,152,-8.75136
38,152,-8.8579
40,152,-8.96902
42,152,-9.0845
44,152,-9.20411
46,152,-9.32758
48,152,-9.45455
50,152,-9.58466
52,152,-9.71747
54,152,-9.85247
56,152,-9.98912
58,152,-10.1268
60,152,-10.2648
62,152,-10.4023
64,152,-10.5386
66,152,-10.6728
68,152,-10.804
70,152,-10.9312
72,152,-11.0534
74,152,-11.1696
76,152,-11.279
78,152,-11.3804
80,152,-11.4731
82,152,-11.5563
84,152,-11.6292
86,152,-11.6914
88,152,-11.7424
90,152,-11.782
92,152,-11.8101
94,152,-11.8268
96,152,-11.8325
98,152,-11.8274
100,152,-11.8122
102,152,-11.7876
104,152,-11.7542
106,152,-11.7129
108,152,-11.6645
110,152,-11.61
112,152,-11.5501
114,152,-11.4857
116,152,-11.4176
118,152,-11.3465
120,152,-11.273
122,152,-11.1979
124,152,-11.1216
126,152,-11.0446
128,152,-10.9673
130,152,-10.8901
132,152,-10.8132
134,152,-10.7369
136,152,-10.6613
138,152,-10.5867
140,152,-10.5131
142,152,-10.4405
144,152,-10.3691
146,152,-10.2989
148,152,-10.2298
150,152,-10.162
152,152,-10.0953
154,152,-10.0299
156,152,-9.96563
158,152,-9.9026
160,152,-9.84078
162,152,-9.7802
164,152,-9.72088
166,152,-9.66286
168,152,-9.60618
170,152,-9.5509
172,152,-9.49708
174,152,-9.44481
176,152,-9.39418
178,152,-9.34528
180,152,-9.29822
-180,154,-9.24118
-178,154,-9.20004
-176,154,-9.16078
-174,154,-9.12351
-172,154,-9.08834
-170,154,-9.0554
-168,154,-9.02478
-166,154,-8.99661
-164,154,-8.97099
-162,154,-8.94803
-160,154,-8.92784
-158,154,-8.9105
-156,154,-8.8961
-154,154,-8.88472
-152,154,-8.87641
-150,154,-8.87122
-148,154,-8.86919
-146,154,-8.87032
-144,154,-8.8746
-142,154,-8.882
-140,154,-8.89246
-138,154,-8.9059
-136,154,-8.9222
-134,154,-8.94121
-132,154,-8.96277
-130,154,-8.98666
-128,154,-9.01264
-126,154,-9.04044
-124,154,-9.06974
-122,154,-9.1002
-120,154,-9.13145
-118,154,-9.16309
-116,154,-9.19469
-114,154,-9.22579
-112,154,-9.25593
-110,154,-9.28464
-108,154,-9.31143
-106,154,-9.33584
-104,154,-9.35739
-102,154,-9.37564
-100,154,-9.39019
-98,154,-9.40067
-96,154,-9.40673
-94,154,-9.40813
-92,154,-9.40464
-90,154,-9.39611
-88,154,-9.38248
-86,154,-9.36374
-84,154,-9.33995
-82,154,-9.31123
-80,154,-9.27777
-78,154,-9.23983
-76,154,-9.1977
-74,154,-9.15171
-72,154,-9.10224
-70,154,-9.04969
-68,154,-8.99448
-66,154,-8.93702
-64,154,-8.87774
-62,154,-8.81706
-60,154,-8.75541
-58,154,-8.69317
-56,154,-8.63072
-54,154,-8.56844
-52,154,-8.50665
-50,154,-8.44567
-48,154,-8.3858
-46,154,-8.32729
-44,154,-8.27041
-42,154,-8.21537
-40,154,-8.16237
-38,154,-8.11161
-36,154,-8.06324
-34,154,-8.01743
-32,154,-7.97432
-30,154,-7.93403
-28,154,-7.89668
-26,154,-7.86237
-24,154,-7.83122
-22,154,-7.80332
-20,154,-7.77875
-18,154,-7.7576
-16,154,-7.73996
-14,154,-7.7259
-12,154,-7.71551
-10,154,-7.70885
-8,154,-7.706
-6,154,-7.70703
-4,154,-7.712
-2,154,-7.721
0,154,-7.73408
2,154,-7.75131
4,154,-7.77275
6,154,-7.79845
8,154,-7.82846
10,154,-7.86284
12,154,-7.90163
14,154,-7.94487
16,154,-7.99257
18,154,-8.04477
20,154,-8.10148
22,154,-8.16269
24,154,-8.22839
26,154,-8.29856
28,154,-8.37316
30,154,-8.45212
32,154,-8.53536
34,154,-8.62279
36,154,-8.71427
38,154,-8.80967
40,154,-8.9088
42,154,-9.01144
44,154,-9.11736
46,154,-9.22628
48,154,-9.33787
50,154,-9.45177
52,154,-9.56758
54,154,-9.68486
56,154,-9.80311
58,154,-9.92178
60,154,-10.0403
62,154,-10.1581
64,154,-10.2744
66,154,-10.3885
68,154,-10.4999
70,154,-10.6076
72,154,-10.711
74,154,-10.8093
76,154,-10.9018
78,154,-10.9879
80,154,-11.0668
82,154,-11.1381
84,154,-11.2011
86,154,-11.2557
88,154,-11.3014
90,154,-11.338
92,154,-11.3656
94,154,-11.3842
96,154,-11.3938
98,154,-11.3949
100,154,-11.3878
102,154,-11.3729
104,154,-11.3507
106,154,-11.3218
108,154,-11.2868
110,154,-11.2462
112,154,-11.2009
114,154,-11.1512
116,154,-11.0979
118,154,-11.0416
120,154,-10.9826
122,154,-10.9216
124,154,-10.859
126,154,-10.7951
128,154,-10.7305
130,154,-10.6652
132,154,-10.5997
134,154,-10.5342
136,154,-10.4689
138,154,-10.4038
140,154,-10.3393
142,154,-10.2753
144,154,-10.212
146,154,-10.1494
148,154,-10.0876
150,154,-10.0266
152,154,-9.96656
154,154,-9.90741
156,154,-9.84921
158,154,-9.79199
160,154,-9.7358
162,154,-9.68066
164,154,-9.62662
166,154,-9.57373
168,154,-9.52205
170,154,-9.47163
172,154,-9.42255
174,154,-9.37488
176,154,-9.3287
178,154,-9.2841
180,154,-9.24118
-180,156,-9.1716
-178,156,-9.13435
-176,156,-9.09877
-174,156,-9.06494
-172,156,-9.03294
-170,156,-9.00287
-168,156,-8.97482
-166,156,-8.94887
-164,156,-8.92511
-162,156,-8.90362
-160,156,-8.88446
-158,156,-8.86772
-156,156,-8.85343
-154,156,-8.84166
-152,156,-8.83244
-150,156,-8.82579
-148,156,-8.82171
-146,156,-8.82021
-144,156,-8.82125
-142,156,-8.8248
-140,156,-8.83078
-138,156,-8.83911
-136,156,-8.84968
-134,156,-8.86237
-132,156,-8.877
-130,156,-8.8934
-128,156,-8.91137
-126,156,-8.93067
-124,156,-8.95105
-122,156,-8.97222
-120,156,-8.9939
-118,156,-9.01576
-116,156,-9.03747
-114,156,-9.05868
-112,156,-9.07904
-110,156,-9.09819
-108,156,-9.11577
-106,156,-9.13144
-104,156,-9.14484
-102,156,-9.15567
-100,156,-9.16362
-98,156,-9.16843
-96,156,-9.16987
-94,156,-9.16773
-92,156,-9.16188
-90,156,-9.15221
-88,156,-9.13866
-86,156,-9.12122
-84,156,-9.09995
-82,156,-9.07491
-80,156,-9.04626
-78,156,-9.01416
-76,156,-8.97881
-74,156,-8.94047
-72,156,-8.8994
-70,156,-8.85589
-68,156,-8.81024
-66,156,-8.76277
-64,156,-8.7138
-62,156,-8.66365
-60,156,-8.61265
-58,156,-8.56109
-56,156,-8.5093
-54,156,-8.45755
-52,156,-8.40612
-50,156,-8.35529
-48,156,-8.30529
-46,156,-8.25636
-44,156,-8.20871
-42,156,-8.16255
-40,156,-8.11806
-38,156,-8.07542
-36,156,-8.03478
-34,156,-7.99629
-32,156,-7.96009
-30,156,-7.92631
-28,156,-7.89506
-26,156,-7.86645
-24,156,-7.8406
-22,156,-7.81758
-20,156,-7.7975
-18,156,-7.78043
-16,156,-7.76648
-14,156,-7.7557
-12,156,-7.74818
-10,156,-7.744
-8,156,-7.74321
-6,156,-7.74589
-4,156,-7.75209
-2,156,-7.76188
0,156,-7.77532
2,156,-7.79246
4,156,-7.81334
6,156,-7.838
8,156,-7.8665
10,156,-7.89886
12,156,-7.9351
14,156,-7.97525
16,156,-8.01932
18,156,-8.0673
20,156,-8.1192
22,156,-8.17498
24,156,-8.23463
26,156,-8.29808
28,156,-8.36529
30,156,-8.43617
32,156,-8.51063
34,156,-8.58855
36,156,-8.6698
38,156,-8.75423
40,156,-8.84164
42,156,-8.93183
44,156,-9.02456
46,156,-9.11957
48,156,-9.21656
50,156,-9.31521
52,156,-9.41515
54,156,-9.516
56,156,-9.61734
58,156,-9.71872
60,156,-9.81965
62,156,-9.91962
64,156,-10.0181
66,156,-10.1146
68,156,-10.2085
70,156,-10.2992
72,156,-10.3862
74,156,-10.469
76,156,-10.547
78,156,-10.6197
80,156,-10.6867
82,156,-10.7476
84,156,-10.8019
86,156,-10.8495
88,156,-10.8901
90,156,-10.9235
92,156,-10.9498
94,156,-10.969
96,156,-10.9811
98,156,-10.9863
100,156,-10.9849
102,156,-10.9771
104,156,-10.9633
106,156,-10.9439
108,156,-10.9193
110,156,-10.89
112,156,-10.8563
114,156,-10.8188
116,156,-10.7778
118,156,-10.7338
120,156,-10.6873
122,156,-10.6385
124,156,-10.5879
126,156,-10.5358
128,156,-10.4824
130,156,-10.4282
132,156,-10.3733
134,156,-10.3179
136,156,-10.2622
138,156,-10.2065
140,156,-10.1508
142,156,-10.0952
144,156,-10.04
146,156,-9.98508
148,156,-9.93066
150,156,-9.87676
152,156,-9.82346
154,156,-9.77081
156,156,-9.71887
158,156,-9.66769
160,156,-9.61732
162,156,-9.56783
164,156,-9.51926
166,156,-9.47167
168,156,-9.42512
170,156,-9.37968
172,156,-9.33542
174,156,-9.2924
176,156,-9.2507
178,156,-9.21041
180,156,-9.1716
-180,158,-9.09229
-178,158,-9.05886
-176,158,-9.02685
-174,158,-8.99633
-172,158,-8.96738
-170,158,-8.94007
-168,158,-8.91447
-166,158,-8.89064
-164,158,-8.86864
-162,158,-8.84854
-160,158,-8.83038
-158,158,-8.8142
-156,158,-8.80005
-154,158,-8.78796
-152,158,-8.77793
-150,158,-8.76998
-148,158,-8.7641
-146,158,-8.76028
-144,158,-8.75847
-142,158,-8.75863
-140,158,-8.7607
-138,158,-8.7646
-136,158,-8.77023
-134,158,-8.77746
-132,158,-8.78617
-130,158,-8.79621
-128,158,-8.8074
-126,158,-8.81955
-124,158,-8.83247
-122,158,-8.84593
-120,158,-8.85969
-118,158,-8.87353
-116,158,-8.88718
-114,158,-8.90037
-112,158,-8.91286
-110,158,-8.92436
-108,158,-8.93462
-106,158,-8.94339
-104,158,-8.95041
-102,158,-8.95547
-100,158,-8.95834
-98,158,-8.95883
-96,158,-8.95679
-94,158,-8.95208
-92,158,-8.94458
-90,158,-8.93424
-88,158,-8.921
-86,158,-8.90485
-84,158,-8.88584
-82,158,-8.86402
-80,158,-8.83947
-78,158,-8.81233
-76,158,-8.78273
-74,158,-8.75086
-72,158,-8.71689
-70,158,-8.68105
-68,158,-8.64355
-66,158,-8.60462
-64,158,-8.5645
-62,158,-8.52344
-60,158,-8.48168
-58,158,-8.43945
-56,158,-8.397
-54,158,-8.35456
-52,158,-8.31235
-50,158,-8.27059
-48,158,-8.22948
-46,158,-8.18922
-44,158,-8.14999
-42,158,-8.11197
-40,158,-8.07532
-38,158,-8.04019
-36,158,-8.00675
-34,158,-7.9751
-32,158,-7.9454
-30,158,-7.91775
-28,158,-7.89227
-26,158,-7.86906
-24,158,-7.84822
-22,158,-7.82985
-20,158,-7.81403
-18,158,-7.80085
-16,158,-7.79038
-14,158,-7.78271
-12,158,-7.77789
-10,158,-7.776
-8,158,-7.7771
-6,158,-7.78125
-4,158,-7.78851
-2,158,-7.79892
0,158,-7.81253
2,158,-7.82939
4,158,-7.84952
6,158,-7.87297
8,158,-7.89975
10,158,-7.9299
12,158,-7.96341
14,158,-8.00029
16,158,-8.04055
18,158,-8.08416
20,158,-8.1311
22,158,-8.18134
24,158,-8.23484
26,158,-8.29154
28,158,-8.35135
30,158,-8.41421
32,158,-8.48
34,158,-8.5486
36,158,-8.61988
38,158,-8.69369
40,158,-8.76984
42,158,-8.84813
44,158,-8.92836
46,158,-9.01029
48,158,-9.09364
50,158,-9.17813
52,158,-9.26346
54,158,-9.34929
56,158,-9.43528
58,158,-9.52106
60,158,-9.60623
62,158,-9.69041
64,158,-9.77316
66,158,-9.85408
68,158,-9.93273
70,158,-10.0087
72,158,-10.0815
74,158,-10.1509
76,158,-10.2163
78,158,-10.2775
80,158,-10.3341
82,158,-10.3858
84,158,-10.4324
86,158,-10.4737
88,158,-10.5094
90,158,-10.5396
92,158,-10.5641
94,158,-10.583
96,158,-10.5963
98,158,-10.6041
100,158,-10.6065
102,158,-10.6039
104,158,-10.5963
106,158,-10.5841
108,158,-10.5675
110,158,-10.5469
112,158,-10.5225
114,158,-10.4947
116,158,-10.4638
118,158,-10.4301
120,158,-10.394
122,158,-10.3556
124,158,-10.3154
126,158,-10.2735
128,158,-10.2303
130,158,-10.1859
132,158,-10.1405
134,158,-10.0945
136,158,-10.0478
138,158,-10.0008
140,158,-9.95348
142,158,-9.90606
144,158,-9.85861
146,158,-9.81125
148,158,-9.76408
150,158,-9.71717
152,158,-9.67061
154,158,-9.62447
156,158,-9.57881
158,158,-9.53371
160,158,-9.48923
162,158,-9.44542
164,158,-9.40236
166,158,-9.3601
168,158,-9.31871
170,158,-9.27825
172,158,-9.23879
174,158,-9.20039
176,158,-9.16313
178,158,-9.12707
180,158,-9.09229
-180,160,-9.00604
-178,160,-8.97629
-176,160,-8.94773
-174,160,-8.92041
-172,160,-8.89439
-170,160,-8.86973
-168,160,-8.84647
-166,160,-8.82467
-164,160,-8.80437
-162,160,-8.78561
-160,160,-8.76843
-158,160,-8.75286
-156,160,-8.73891
-154,160,-8.7266
-152,160,-8.71594
-150,160,-8.70693
-148,160,-8.69955
-146,160,-8.69377
-144,160,-8.68956
-142,160,-8.68688
-140,160,-8.68566
-138,160,-8.68584
-136,160,-8.68732
-134,160,-8.69002
-132,160,-8.69381
-130,160,-8.69858
-128,160,-8.7042
-126,160,-8.7105
-124,160,-8.71734
-122,160,-8.72455
-120,160,-8.73195
-118,160,-8.73936
-116,160,-8.74658
-114,160,-8.75343
-112,160,-8.75972
-110,160,-8.76524
-108,160,-8.76982
-106,160,-8.77327
-104,160,-8.77541
-102,160,-8.77609
-100,160,-8.77515
-98,160,-8.77246
-96,160,-8.76791
-94,160,-8.76141
-92,160,-8.75287
-90,160,-8.74225
-88,160,-8.72951
-86,160,-8.71466
-84,160,-8.69772
-82,160,-8.67871
-80,160,-8.65772
-78,160,-8.63481
-76,160,-8.6101
-74,160,-8.58371
-72,160,-8.55576
-70,160,-8.52642
-68,160,-8.49584
-66,160,-8.46418
-64,160,-8.43164
-62,160,-8.39837
-60,160,-8.36458
-58,160,-8.33044
-56,160,-8.29613
-54,160,-8.26184
-52,160,-8.22774
-50,160,-8.19401
-48,160,-8.1608
-46,160,-8.12829
-44,160,-8.09662
-42,160,-8.06595
-40,160,-8.03641
-38,160,-8.00814
-36,160,-7.98127
-34,160,-7.95592
-32,160,-7.93219
-30,160,-7.91021
-28,160,-7.89006
-26,160,-7.87186
-24,160,-7.85568
-22,160,-7.84161
-20,160,-7.82974
-18,160,-7.82015
-16,160,-7.81289
-14,160,-7.80805
-12,160,-7.80568
-10,160,-7.80585
-8,160,-7.80861
-6,160,-7.814
-4,160,-7.82208
-2,160,-7.83289
0,160,-7.84646
2,160,-7.86282
4,160,-7.88201
6,160,-7.90404
8,160,-7.92893
10,160,-7.95668
12,160,-7.9873
14,160,-8.02078
16,160,-8.0571
18,160,-8.09624
20,160,-8.13817
22,160,-8.18284
24,160,-8.23021
26,160,-8.2802
28,160,-8.33274
30,160,-8.38775
32,160,-8.44511
34,160,-8.50471
36,160,-8.56643
38,160,-8.63011
40,160,-8.69559
42,160,-8.7627
44,160,-8.83124
46,160,-8.90101
48,160,-8.97177
50,160,-9.04329
52,160,-9.11531
54,160,-9.18756
56,160,-9.25975
58,160,-9.3316
60,160,-9.40278
62,160,-9.473
64,160,-9.54193
66,160,-9.60924
68,160,-9.67463
70,160,-9.73776
72,160,-9.79834
74,160,-9.85607
76,160,-9.91066
78,160,-9.96186
80,160,-10.0094
82,160,-10.0531
84,160,-10.0928
86,160,-10.1283
88,160,-10.1595
90,160,-10.1863
92,160,-10.2088
94,160,-10.2267
96,160,-10.2403
98,160,-10.2496
100,160,-10.2546
102,160,-10.2554
104,160,-10.2523
106,160,-10.2454
108,160,-10.2349
110,160,-10.221
112,160,-10.2039
114,160,-10.1839
116,160,-10.1611
118,160,-10.1358
120,160,-10.1083
122,160,-10.0787
124,160,-10.0472
126,160,-10.0142
128,160,-9.97968
130,160,-9.94396
132,160,-9.90718
134,160,-9.86951
136,160,-9.83109
138,160,-9.79208
140,160,-9.75261
142,160,-9.71279
144,160,-9.67274
146,160,-9.63257
148,160,-9.59236
150,160,-9.55222
152,160,-9.51221
154,160,-9.47243
156,160,-9.43294
158,160,-9.39381
160,160,-9.35511
162,160,-9.31692
164,160,-9.27929
166,160,-9.24228
168,160,-9.20597
170,160,-9.1704
172,160,-9.13565
174,160,-9.10178
176,160,-9.06885
178,160,-9.03691
180,160,-9.00604
-180,162,-8.91549
-178,162,-8.88928
-176,162,-8.86403
-174,162,-8.83978
-172,162,-8.81658
-170,162,-8.79446
-168,162,-8.77346
-166,162,-8.75363
-164,162,-8.73499
-162,162,-8.71758
-160,162,-8.70141
-158,162,-8.68651
-156,162,-8.67288
-154,162,-8.66053
-152,162,-8.64946
-150,162,-8.63967
-148,162,-8.63112
-146,162,-8.62381
-144,162,-8.61769
-142,162,-8.61273
-140,162,-8.60886
-138,162,-8.60605
-136,162,-8.6042
-134,162,-8.60325
-132,162,-8.60311
-130,162,-8.60368
-128,162,-8.60486
-126,162,-8.60653
-124,162,-8.60858
-122,162,-8.61088
-120,162,-8.6133
-118,162,-8.61571
-116,162,-8.61796
-114,162,-8.61994
-112,162,-8.62148
-110,162,-8.62247
-108,162,-8.62276
-106,162,-8.62224
-104,162,-8.62077
-102,162,-8.61825
-100,162,-8.61457
-98,162,-8.60964
-96,162,-8.60339
-94,162,-8.59575
-92,162,-8.58667
-90,162,-8.57611
-88,162,-8.56406
-86,162,-8.55051
-84,162,-8.53548
-82,162,-8.51899
-80,162,-8.50109
-78,162,-8.48183
-76,162,-8.46129
-74,162,-8.43956
-72,162,-8.41673
-70,162,-8.3929
-68,162,-8.36819
-66,162,-8.34272
-64,162,-8.31662
-62,162,-8.29002
-60,162,-8.26306
-58,162,-8.23587
-56,162,-8.2086
-54,162,-8.18137
-52,162,-8.15434
-50,162,-8.12762
-48,162,-8.10136
-46,162,-8.07569
-44,162,-8.05072
-42,162,-8.02659
-40,162,-8.0034
-38,162,-7.98127
-36,162,-7.9603
-34,162,-7.94061
-32,162,-7.92228
-30,162,-7.90542
-28,162,-7.89011
-26,162,-7.87643
-24,162,-7.86447
-22,162,-7.85429
-20,162,-7.84598
-18,162,-7.8396
-16,162,-7.83521
-14,162,-7.83287
-12,162,-7.83263
-10,162,-7.83455
-8,162,-7.83867
-6,162,-7.84503
-4,162,-7.85368
-2,162,-7.86463
0,162,-7.87792
2,162,-7.89358
4,162,-7.91161
6,162,-7.93203
8,162,-7.95485
10,162,-7.98006
12,162,-8.00765
14,162,-8.03762
16,162,-8.06994
18,162,-8.10458
20,162,-8.14149
22,162,-8.18065
24,162,-8.22198
26,162,-8.26542
28,162,-8.3109
30,162,-8.35833
32,162,-8.40762
34,162,-8.45865
36,162,-8.51131
38,162,-8.56547
40,162,-8.62098
42,162,-8.67769
44,162,-8.73544
46,162,-8.79405
48,162,-8.85333
50,162,-8.91308
52,162,-8.9731
54,162,-9.03317
56,162,-9.09306
58,162,-9.15254
60,162,-9.21139
62,162,-9.26934
64,162,-9.32618
