"lP [mm]","Freq [GHz]","dB(S(1,1)) []"
27.5,1.85,-0.178585833679528
27.5,1.853,-0.179901038646704
27.5,1.856,-0.181232284021221
27.5,1.859,-0.182579826752348
27.5,1.862,-0.183943930569647
27.5,1.865,-0.185324866166166
27.5,1.868,-0.186722911387841
27.5,1.871,-0.188138351429395
27.5,1.874,-0.189571479036921
27.5,1.877,-0.191022594717485
27.5,1.88,-0.192492006955922
27.5,1.883,-0.193980032439199
27.5,1.886,-0.195486996288574
27.5,1.889,-0.197013232299878
27.5,1.892,-0.198559083192256
27.5,1.895,-0.200124900865664
27.5,1.898,-0.201711046667497
27.5,1.901,-0.203317891668719
27.5,1.904,-0.204945816949839
27.5,1.907,-0.206595213897179
27.5,1.91,-0.208266484509787
27.5,1.913,-0.209960041717515
27.5,1.916,-0.211676309710621
27.5,1.919,-0.213415724281456
27.5,1.922,-0.215178733178671
27.5,1.925,-0.216965796474485
27.5,1.928,-0.218777386945601
27.5,1.931,-0.22061399046825
27.5,1.934,-0.222476106428059
27.5,1.937,-0.224364248145295
27.5,1.94,-0.226278943316182
27.5,1.943,-0.228220734470965
27.5,1.946,-0.230190179449445
27.5,1.949,-0.23218785189474
27.5,1.952,-0.234214341766046
27.5,1.955,-0.236270255871274
27.5,1.958,-0.238356218420398
27.5,1.961,-0.240472871600412
27.5,1.964,-0.24262087617294
27.5,1.967,-0.244800912095397
27.5,1.97,-0.247013679166845
27.5,1.973,-0.249259897699624
27.5,1.976,-0.251540309217929
27.5,1.979,-0.253855677184553
27.5,1.982,-0.256206787757128
27.5,1.985,-0.258594450575176
27.5,1.988,-0.261019499579416
27.5,1.991,-0.263482793864846
27.5,1.994,-0.265985218569172
27.5,1.997,-0.268527685798239
27.5,2,-0.271111135590256
27.5,2.003,-0.273736536920595
27.5,2.006,-0.276404888749212
27.5,2.009,-0.279117221112634
27.5,2.012,-0.281874596262762
27.5,2.015,-0.284678109854738
27.5,2.018,-0.287528892186246
27.5,2.021,-0.290428109490892
27.5,2.024,-0.293376965288203
27.5,2.027,-0.296376701793213
27.5,2.03,-0.299428601388516
27.5,2.033,-0.30253398816201
27.5,2.036,-0.305694229513662
27.5,2.039,-0.308910737834764
27.5,2.042,-0.312184972263504
27.5,2.045,-0.315518440520711
27.5,2.048,-0.318912700829996
27.5,2.051,-0.32236936392671
27.5,2.054,-0.325890095160357
27.5,2.057,-0.329476616695463
27.5,2.06,-0.333130709816116
27.5,2.063,-0.336854217339774
27.5,2.066,-0.340649046146191
27.5,2.069,-0.344517169827786
27.5,2.072,-0.348460631468014
27.5,2.075,-0.352481546554851
27.5,2.078,-0.356582106036834
27.5,2.081,-0.360764579529609
27.5,2.084,-0.365031318681433
27.5,2.087,-0.369384760706586
27.5,2.09,-0.373827432096252
27.5,2.093,-0.378361952517005
27.5,2.096,-0.382991038907681
27.5,2.099,-0.387717509786159
27.5,2.102,-0.392544289778268
27.5,2.105,-0.397474414381846
27.5,2.108,-0.402511034979891
27.5,2.111,-0.407657424117556
27.5,2.114,-0.41291698105886
27.5,2.117,-0.418293237639892
27.5,2.12,-0.423789864436603
27.5,2.123,-0.429410677266311
27.5,2.126,-0.435159644043534
27.5,2.129,-0.44104089201205
27.5,2.132,-0.447058715376671
27.5,2.135,-0.453217583359866
27.5,2.138,-0.459522148710061
27.5,2.141,-0.465977256690401
27.5,2.144,-0.472587954578861
27.5,2.147,-0.479359501712614
27.5,2.15,-0.486297380112225
27.5,2.153,-0.493407305723533
27.5,2.156,-0.500695240318072
27.5,2.159,-0.508167404095812
27.5,2.162,-0.515830289037197
27.5,2.165,-0.5236906730551
27.5,2.168,-0.531755635000996
27.5,2.171,-0.540032570583852
27.5,2.174,-0.548529209264661
27.5,2.177,-0.557253632194416
27.5,2.18,-0.566214291268565
27.5,2.183,-0.575420029376633
27.5,2.186,-0.58488010193197
27.5,2.189,-0.594604199773265
27.5,2.192,-0.604602473536727
27.5,2.195,-0.6148855596059
27.5,2.198,-0.625464607754552
27.5,2.201,-0.63635131060772
27.5,2.204,-0.647557935056002
27.5,2.207,-0.659097355769597
27.5,2.21,-0.670983090970654
27.5,2.213,-0.683229340635813
27.5,2.216,-0.6958510273155
27.5,2.219,-0.708863839772187
27.5,2.222,-0.722284279657469
27.5,2.225,-0.736129711466614
27.5,2.228,-0.750418416030127
27.5,2.231,-0.765169647824739
27.5,2.234,-0.780403696411083
27.5,2.237,-0.796141952332845
27.5,2.24,-0.812406977842214
27.5,2.243,-0.829222582849502
27.5,2.246,-0.846613906531204
27.5,2.249,-0.864607505070595
27.5,2.252,-0.883231446049034
27.5,2.255,-0.902515410054561
27.5,2.258,-0.922490800127733
27.5,2.261,-0.943190859723557
27.5,2.264,-0.964650799933363
27.5,2.267,-0.986907936782333
27.5,2.27,-1.01000183949775
27.5,2.273,-1.0339744907309
27.5,2.276,-1.05887045981305
27.5,2.279,-1.08473709023341
27.5,2.282,-1.11162470264727
27.5,2.285,-1.13958681485488
27.5,2.288,-1.16868038033979
27.5,2.291,-1.19896604711977
27.5,2.294,-1.23050843884666
27.5,2.297,-1.2633764602959
27.5,2.3,-1.29764362961504
27.5,2.303,-1.33338843995547
27.5,2.306,-1.37069475339814
27.5,2.309,-1.40965223040446
27.5,2.312,-1.45035679838411
27.5,2.315,-1.49291116337767
27.5,2.318,-1.53742536930892
27.5,2.321,-1.58401740977974
27.5,2.324,-1.632813897966
27.5,2.327,-1.68395080083878
27.5,2.33,-1.73757424469324
27.5,2.333,-1.79384139983364
27.5,2.336,-1.85292145325566
27.5,2.339,-1.91499667930918
27.5,2.342,-1.98026361964346
27.5,2.345,-2.04893438526622
27.5,2.348,-2.12123809533023
27.5,2.351,-2.19742246934754
27.5,2.354,-2.27775559198812
27.5,2.357,-2.36252787252686
27.5,2.36,-2.45205422446594
27.5,2.363,-2.54667649500897
27.5,2.366,-2.64676617906859
27.5,2.369,-2.75272745856865
27.5,2.372,-2.86500061523701
27.5,2.375,-2.98406587424522
27.5,2.378,-3.11044774741839
27.5,2.381,-3.24471995895311
27.5,2.384,-3.38751105448832
27.5,2.387,-3.53951081711057
27.5,2.39,-3.7014776429663
27.5,2.393,-3.87424706667391
27.5,2.396,-4.05874167551066
27.5,2.399,-4.25598271530513
27.5,2.402,-4.46710377553935
27.5,2.405,-4.69336705401605
27.5,2.408,-4.93618285347296
27.5,2.411,-5.19713316942117
27.5,2.414,-5.47800051316008
27.5,2.417,-5.78080351031615
27.5,2.42,-6.1078413744727
27.5,2.423,-6.46175015582709
27.5,2.426,-6.84557482873578
27.5,2.429,-7.26286300489943
27.5,2.432,-7.71778866019469
27.5,2.435,-8.21531827849974
27.5,2.438,-8.76143817007552
27.5,2.441,-9.36347206354875
27.5,2.444,-10.0305354451376
27.5,2.447,-10.7742033883239
27.5,2.45,-11.6095235994109
27.5,2.453,-12.5566112324128
27.5,2.456,-13.6432735754242
27.5,2.459,-14.9095693878145
27.5,2.462,-16.4162763154854
27.5,2.465,-18.261993748562
27.5,2.468,-20.6215318619637
27.5,2.471,-23.8430198418337
27.5,2.474,-28.6814187361156
27.5,2.477,-34.2086121565402
27.5,2.48,-29.1608474583128
27.5,2.483,-24.1486986394309
27.5,2.486,-20.8342536732886
27.5,2.489,-18.4222203138898
27.5,2.492,-16.5431441325319
27.5,2.495,-15.0133503217802
27.5,2.498,-13.7300802727736
27.5,2.501,-12.6303785657856
27.5,2.504,-11.6729443759947
27.5,2.507,-10.8292131025447
27.5,2.51,-10.0785825083488
27.5,2.513,-9.40567753731872
27.5,2.516,-8.79869478719729
27.5,2.519,-8.24835428928637
27.5,2.522,-7.74721038359873
27.5,2.525,-7.28918400397588
27.5,2.528,-6.86923641975087
27.5,2.531,-6.48313615191215
27.5,2.534,-6.12728890562073
27.5,2.537,-5.79861111986496
27.5,2.54,-5.49443433045708
27.5,2.543,-5.21243170187332
27.5,2.546,-4.95056077312861
27.5,2.549,-4.70701824151507
27.5,2.552,-4.48020380791856
27.5,2.555,-4.26869093147059
27.5,2.558,-4.07120291638701
27.5,2.561,-3.88659316104823
27.5,2.564,-3.71382869151577
27.5,2.567,-3.55197631378899
27.5,2.57,-3.40019087481192
27.5,2.573,-3.2577052377074
27.5,2.576,-3.12382166316567
27.5,2.579,-2.99790435422006
27.5,2.582,-2.87937297140304
27.5,2.585,-2.76769696350701
27.5,2.588,-2.66239058878337
27.5,2.591,-2.56300852452963
27.5,2.594,-2.46914198120037
27.5,2.597,-2.38041525159648
27.5,2.6,-2.29648263720765
27.5,2.603,-2.21702570305485
27.5,2.606,-2.14175081990008
27.5,2.609,-2.0703869588337
27.5,2.612,-2.00268370830333
27.5,2.615,-1.93840948783611
27.5,2.618,-1.87734993619775
27.5,2.621,-1.81930645466341
27.5,2.624,-1.76409488855024
27.5,2.627,-1.71154433226443
27.5,2.63,-1.66149604491039
27.5,2.633,-1.61380246505106
27.5,2.636,-1.56832631453651
27.5,2.639,-1.52493978246911
27.5,2.642,-1.4835237813737
27.5,2.645,-1.44396726851448
27.5,2.648,-1.40616662606474
27.5,2.651,-1.37002509450676
27.5,2.654,-1.33545225423108
27.5,2.657,-1.30236355082581
27.5,2.66,-1.27067986000938
27.5,2.663,-1.24032708856968
27.5,2.666,-1.21123580803684
27.5,2.669,-1.18334091814148
27.5,2.672,-1.15658133739903
27.5,2.675,-1.13089971841953
27.5,2.678,-1.10624218577283
27.5,2.681,-1.08255809444655
27.5,2.684,-1.05979980711935
27.5,2.687,-1.03792248863877
27.5,2.69,-1.01688391624258
27.5,2.693,-0.996644304197481
27.5,2.696,-0.977166141649865
27.5,2.699,-0.958414042593214
27.5,2.702,-0.94035460695507
27.5,2.705,-0.922956291895591
27.5,2.708,-0.90618929249051
27.5,2.711,-0.890025431043783
27.5,2.714,-0.874438054341527
27.5,2.717,-0.85940193821829
27.5,2.72,-0.844893198861049
27.5,2.723,-0.830889210325367
27.5,2.726,-0.817368527782875
27.5,2.729,-0.804310816059578
27.5,2.732,-0.791696783061653
27.5,2.735,-0.77950811771862
27.5,2.738,-0.767727432104567
27.5,2.741,-0.756338207425723
27.5,2.744,-0.745324743588217
27.5,2.747,-0.734672112082851
27.5,2.75,-0.724366111944886
27.5,2.753,-0.714393228566194
27.5,2.756,-0.704740595154631
27.5,2.759,-0.695395956651712
27.5,2.762,-0.686347635934385
27.5,2.765,-0.677584502140221
27.5,2.768,-0.669095940967683
27.5,2.771,-0.660871826814503
27.5,2.774,-0.65290249662767
27.5,2.777,-0.645178725347926
27.5,2.78,-0.63769170284059
27.5,2.783,-0.63043301221254
27.5,2.786,-0.623394609422508
27.5,2.789,-0.616568804098853
27.5,2.792,-0.609948241485014
27.5,2.795,-0.603525885438798
27.5,2.798,-0.597295002416928
27.5,2.801,-0.591249146381142
27.5,2.804,-0.585382144566705
27.5,2.807,-0.579688084058365
27.5,2.81,-0.574161299122642
27.5,2.813,-0.56879635924887
27.5,2.816,-0.563588057854732
27.5,2.819,-0.55853140161512
27.5,2.822,-0.553621600375826
27.5,2.825,-0.548854057616374
27.5,2.828,-0.544224361428525
27.5,2.831,-0.539728275979382
27.5,2.834,-0.535361733429987
27.5,2.837,-0.531120826282265
27.5,2.84,-0.527001800129033
27.5,2.843,-0.523001046783268
27.5,2.846,-0.519115097764531
27.5,2.849,-0.515340618121841
27.5,2.852,-0.511674400573558
27.5,2.855,-0.508113359946132
27.5,2.858,-0.504654527894688
27.5,2.861,-0.501295047889565
27.5,2.864,-0.498032170453785
27.5,2.867,-0.494863248637509
27.5,2.87,-0.491785733716315
27.5,2.873,-0.488797171100917
27.5,2.876,-0.485895196446844
27.5,2.879,-0.483077531953066
27.5,2.882,-0.480341982839487
27.5,2.885,-0.477686433993552
27.5,2.888,-0.475108846777089
27.5,2.891,-0.47260725598472
27.5,2.894,-0.470179766945999
27.5,2.897,-0.467824552763633
27.5,2.9,-0.465539851680754
27.5,2.903,-0.463323964570567
27.5,2.906,-0.461175252542037
27.5,2.909,-0.459092134655726
27.5,2.912,-0.457073085744165
27.5,2.915,-0.455116634331506
27.5,2.918,-0.453221360647405
27.5,2.921,-0.451385894730561
27.5,2.924,-0.449608914617346
27.5,2.927,-0.447889144611377
27.5,2.93,-0.446225353630137
27.5,2.933,-0.444616353624784
27.5,2.936,-0.44306099806969
27.5,2.939,-0.441558180518355
27.5,2.942,-0.440106833222466
27.5,2.945,-0.438705925811217
27.5,2.948,-0.437354464027938
27.5,2.951,-0.436051488521403
27.5,2.954,-0.434796073689306
27.5,2.957,-0.433587326571417
27.5,2.96,-0.432424385790189
27.5,2.963,-0.431306420536645
27.5,2.966,-0.430232629599481
27.5,2.969,-0.429202240435427
27.5,2.972,-0.428214508279081
27.5,2.975,-0.427268715290334
27.5,2.978,-0.426364169737925
27.5,2.981,-0.42550020521731
27.5,2.984,-0.424676179901555
27.5,2.987,-0.42389147582368
27.5,2.99,-0.423145498189218
27.5,2.993,-0.422437674717575
27.5,2.996,-0.421767455011103
27.5,2.999,-0.421134309950631
27.5,3.002,-0.42053773111639
27.5,3.005,-0.419977230233265
27.5,3.008,-0.419452338639377
27.5,3.011,-0.418962606777068
27.5,3.014,-0.418507603705345
27.5,3.017,-0.418086916632947
27.5,3.02,-0.417700150471211
27.5,3.023,-0.417346927405957
27.5,3.026,-0.417026886487642
27.5,3.029,-0.416739683239065
27.5,3.032,-0.416484989279991
27.5,3.035,-0.416262491968001
27.5,3.038,-0.416071894054982
27.5,3.041,-0.415912913358664
27.5,3.044,-0.415785282448659
27.5,3.047,-0.415688748346447
27.5,3.05,-0.41562307223885
27.6,1.85,-0.185529305679769
27.6,1.853,-0.186901752487554
27.6,1.856,-0.188290756863669
27.6,1.859,-0.189696590447495
27.6,1.862,-0.191119532114644
27.6,1.865,-0.192559868175718
27.6,1.868,-0.194017892581923
27.6,1.871,-0.195493907137789
27.6,1.874,-0.196988221721267
27.6,1.877,-0.198501154511485
27.6,1.88,-0.200033032224487
27.6,1.883,-0.201584190357245
27.6,1.886,-0.203154973440264
27.6,1.889,-0.204745735299169
27.6,1.892,-0.20635683932556
27.6,1.895,-0.20798865875757
27.6,1.898,-0.209641576970493
27.6,1.901,-0.211315987777857
27.6,1.904,-0.21301229574344
27.6,1.907,-0.214730916504605
27.6,1.91,-0.216472277107451
27.6,1.913,-0.218236816354286
27.6,1.916,-0.220024985163884
27.6,1.919,-0.221837246945106
27.6,1.922,-0.223674077984427
27.6,1.925,-0.225535967847937
27.6,1.928,-0.227423419798477
27.6,1.931,-0.229336951228498
27.6,1.934,-0.23127709410935
27.6,1.937,-0.233244395457715
27.6,1.94,-0.235239417819884
27.6,1.943,-0.23726273977471
27.6,1.946,-0.239314956455999
27.6,1.949,-0.241396680095229
27.6,1.952,-0.243508540585491
27.6,1.955,-0.245651186067565
27.6,1.958,-0.247825283539174
27.6,1.961,-0.250031519488379
27.6,1.964,-0.252270600552294
27.6,1.967,-0.254543254202202
27.6,1.97,-0.256850229456295
27.6,1.973,-0.259192297621312
27.6,1.976,-0.261570253064421
27.6,1.979,-0.263984914016707
27.6,1.982,-0.266437123409782
27.6,1.985,-0.268927749747036
27.6,1.988,-0.271457688011192
27.6,1.991,-0.27402786060987
27.6,1.994,-0.276639218360972
27.6,1.997,-0.2792927415198
27.6,2,-0.281989440849923
27.6,2.003,-0.284730358739913
27.6,2.006,-0.287516570368193
27.6,2.009,-0.290349184918331
27.6,2.012,-0.293229346847318
27.6,2.015,-0.296158237209418
27.6,2.018,-0.299137075038379
27.6,2.021,-0.302167118790934
27.6,2.024,-0.305249667854709
27.6,2.027,-0.308386064123757
27.6,2.03,-0.311577693645257
27.6,2.033,-0.314825988340951
27.6,2.036,-0.318132427807255
27.6,2.039,-0.321498541198088
27.6,2.042,-0.324925909194801
27.6,2.045,-0.328416166067758
27.6,2.048,-0.331971001834413
27.6,2.051,-0.335592164519111
27.6,2.054,-0.339281462519966
27.6,2.057,-0.343040767088685
27.6,2.06,-0.346872014929415
27.6,2.063,-0.350777210923191
27.6,2.066,-0.354758430984801
27.6,2.069,-0.358817825059522
27.6,2.072,-0.362957620267404
27.6,2.075,-0.367180124203468
27.6,2.078,-0.371487728402567
27.6,2.081,-0.37588291197832
27.6,2.084,-0.380368245446011
27.6,2.087,-0.38494639474009
27.6,2.09,-0.389620125437552
27.6,2.093,-0.394392307199189
27.6,2.096,-0.399265918441495
27.6,2.099,-0.404244051252919
27.6,2.102,-0.409329916568948
27.6,2.105,-0.414526849621527
27.6,2.108,-0.419838315679439
27.6,2.111,-0.425267916097231
27.6,2.114,-0.430819394691591
27.6,2.117,-0.436496644465366
27.6,2.12,-0.442303714700697
27.6,2.123,-0.448244818444422
27.6,2.126,-0.454324340410304
27.6,2.129,-0.460546845324554
27.6,2.132,-0.466917086742866
27.6,2.135,-0.473440016369241
27.6,2.138,-0.480120793909112
27.6,2.141,-0.486964797491438
27.6,2.144,-0.493977634697278
27.6,2.147,-0.501165154234712
27.6,2.15,-0.508533458303321
27.6,2.153,-0.516088915694301
27.6,2.156,-0.523838175675998
27.6,2.159,-0.531788182718235
27.6,2.162,-0.539946192112948
27.6,2.165,-0.548319786553008
27.6,2.168,-0.556916893735905
27.6,2.171,-0.565745805064083
27.6,2.174,-0.574815195519388
27.6,2.177,-0.584134144795179
27.6,2.18,-0.593712159776269
27.6,2.183,-0.603559198463987
27.6,2.186,-0.613685695451703
27.6,2.189,-0.624102589064412
27.6,2.192,-0.634821350285472
27.6,2.195,-0.645854013603607
27.6,2.198,-0.657213209924399
27.6,2.201,-0.668912201702406
27.6,2.204,-0.680964920463385
27.6,2.207,-0.693386006900237
27.6,2.21,-0.706190853742182
27.6,2.213,-0.719395651613684
27.6,2.216,-0.733017438118582
27.6,2.219,-0.747074150405274
27.6,2.222,-0.761584681491534
27.6,2.225,-0.77656894065211
27.6,2.228,-0.792047918199457
27.6,2.231,-0.808043755017692
27.6,2.234,-0.824579817242626
27.6,2.237,-0.841680776516618
27.6,2.24,-0.859372696286618
27.6,2.243,-0.877683124657373
27.6,2.246,-0.896641194359663
27.6,2.249,-0.916277730446489
27.6,2.252,-0.936625366388419
27.6,2.255,-0.957718669303908
27.6,2.258,-0.979594275131549
27.6,2.261,-1.00229103463015
27.6,2.264,-1.02585017117972
27.6,2.267,-1.05031545145314
27.6,2.27,-1.0757333701355
27.6,2.273,-1.10215334998695
27.6,2.276,-1.1296279586773
27.6,2.279,-1.15821314396732
27.6,2.282,-1.18796848897542
27.6,2.285,-1.21895748945085
27.6,2.288,-1.25124785517764
27.6,2.291,-1.28491183786115
27.6,2.294,-1.32002658810305
27.6,2.297,-1.35667454435516
27.6,2.3,-1.39494385706243
27.6,2.303,-1.43492885156352
27.6,2.306,-1.47673053372203
27.6,2.309,-1.52045714271657
27.6,2.312,-1.56622475593257
27.6,2.315,-1.61415795148196
27.6,2.318,-1.66439053453835
27.6,2.321,-1.71706633442904
27.6,2.324,-1.77234008028517
27.6,2.327,-1.83037836403645
27.6,2.33,-1.8913607006692
27.6,2.333,-1.95548069697269
27.6,2.336,-2.0229473415116
27.6,2.339,-2.0939864303235
27.6,2.342,-2.16884214489863
27.6,2.345,-2.2477788014187
27.6,2.348,-2.33108279309096
27.6,2.351,-2.41906475081264
27.6,2.354,-2.51206195146683
27.6,2.357,-2.61044100804632
27.6,2.36,-2.71460088173569
27.6,2.363,-2.82497626332592
27.6,2.366,-2.94204138024354
27.6,2.369,-3.06631429650978
27.6,2.372,-3.19836178671815
27.6,2.375,-3.33880488244077
27.6,2.378,-3.48832521143073
27.6,2.381,-3.64767227804025
27.6,2.384,-3.81767186939992
27.6,2.387,-3.99923581880829
27.6,2.39,-4.19337341918873
27.6,2.393,-4.4012048605604
27.6,2.396,-4.62397717351849
27.6,2.399,-4.86308330605132
27.6,2.402,-5.12008515847894
27.6,2.405,-5.39674167248143
27.6,2.408,-5.69504344700166
27.6,2.411,-6.01725588412923
27.6,2.414,-6.36597362498101
27.6,2.417,-6.74419013279124
27.6,2.42,-7.15538789851391
27.6,2.423,-7.60365717672049
27.6,2.426,-8.09385489551538
27.6,2.429,-8.63182126145835
27.6,2.432,-9.22468107937534
27.6,2.435,-9.88127263412241
27.6,2.438,-10.6127742804389
27.6,2.441,-11.433647867526
27.6,2.444,-12.3631100780761
27.6,2.447,-13.4275246537844
27.6,2.45,-14.6644907140204
27.6,2.453,-16.1302632994937
27.6,2.456,-17.9142340858841
27.6,2.459,-20.1696215253978
27.6,2.462,-23.1826262809754
27.6,2.465,-27.4821108514349
27.6,2.468,-32.2711722509105
27.6,2.471,-29.0598055696856
27.6,2.474,-24.2873785160559
27.6,2.477,-20.9588266335383
27.6,2.48,-18.5162263310852
27.6,2.483,-16.6112131403739
27.6,2.486,-15.0610759116591
27.6,2.489,-13.7618837364161
27.6,2.492,-12.649574827275
27.6,2.495,-11.6820298931755
27.6,2.498,-10.8301014002951
27.6,2.501,-10.0727696155932
27.6,2.504,-9.39435503011648
27.6,2.507,-8.78282741578398
27.6,2.51,-8.22873412478235
27.6,2.513,-7.72449532057986
27.6,2.516,-7.26392569861354
27.6,2.519,-6.84190097548441
27.6,2.522,-6.45411973931281
27.6,2.525,-6.09692978170155
27.6,2.528,-5.7671990437669
27.6,2.531,-5.46221806402799
27.6,2.534,-5.17962507758913
27.6,2.537,-4.91734767220101
27.6,2.54,-4.67355672921778
27.6,2.543,-4.44662960660154
27.6,2.546,-4.23512036496461
27.6,2.549,-4.03773542627807
27.6,2.552,-3.85331347144981
27.6,2.555,-3.68080868165507
27.6,2.558,-3.51927664501972
27.6,2.561,-3.36786240923187
27.6,2.564,-3.22579027846695
27.6,2.567,-3.09235504114809
27.6,2.57,-2.96691438159903
27.6,2.573,-2.84888227930811
27.6,2.576,-2.73772323842215
27.6,2.579,-2.63294722020009
27.6,2.582,-2.53410517465254
27.6,2.585,-2.44078508607331
27.6,2.588,-2.35260846181643
27.6,2.591,-2.26922720537361
27.6,2.594,-2.19032082422627
27.6,2.597,-2.1155939305849
27.6,2.6,-2.04477399937157
27.6,2.603,-1.9776093529375
27.6,2.606,-1.91386734626657
27.6,2.609,-1.85333272996712
27.6,2.612,-1.79580617133881
27.6,2.615,-1.74110291632157
27.6,2.618,-1.68905157727616
27.6,2.621,-1.63949303337594
27.6,2.624,-1.59227943196153
27.6,2.627,-1.5472732805654
27.6,2.63,-1.50434662048879
27.6,2.633,-1.46338027383442
27.6,2.636,-1.42426315679117
27.6,2.639,-1.38689165274763
27.6,2.642,-1.35116903949767
27.6,2.645,-1.31700496540616
27.6,2.648,-1.28431496993612
27.6,2.651,-1.25302004441166
27.6,2.654,-1.22304622930963
27.6,2.657,-1.19432424474571
27.6,2.66,-1.16678915115175
27.6,2.663,-1.14038003743716
27.6,2.666,-1.11503973419066
27.6,2.669,-1.09071454971509
27.6,2.672,-1.06735402689907
27.6,2.675,-1.04491071911874
27.6,2.678,-1.02333998353307
27.6,2.681,-1.0025997902887
27.6,2.684,-0.982650546287702
27.6,2.687,-0.963454932295667
27.6,2.69,-0.944977752278462
27.6,2.693,-0.927185793956954
27.6,2.696,-0.910047699659467
27.6,2.699,-0.893533846633848
27.6,2.702,-0.877616236055131
27.6,2.705,-0.862268390031765
27.6,2.708,-0.847465255974213
27.6,2.711,-0.833183117744751
27.6,2.714,-0.819399513057121
27.6,2.717,-0.806093156640184
27.6,2.72,-0.793243868720657
27.6,2.723,-0.780832508417578
27.6,2.726,-0.768840911675064
27.6,2.729,-0.757251833390916
27.6,2.732,-0.746048893426796
27.6,2.735,-0.735216526211394
27.6,2.738,-0.724739933671449
27.6,2.741,-0.714605041246791
27.6,2.744,-0.704798456765186
27.6,2.747,-0.695307431970497
27.6,2.75,-0.686119826514045
27.6,2.753,-0.677224074233881
27.6,2.756,-0.668609151560476
27.6,2.759,-0.660264547899562
27.6,2.762,-0.652180237854676
27.6,2.765,-0.644346655162079
27.6,2.768,-0.636754668220676
27.6,2.771,-0.629395557108157
27.6,2.774,-0.622260991982872
27.6,2.777,-0.615343012778365
27.6,2.78,-0.608634010104278
27.6,2.783,-0.602126707273804
27.6,2.786,-0.595814143383525
27.6,2.789,-0.58968965737696
27.6,2.792,-0.583746873027989
27.6,2.795,-0.577979684784897
27.6,2.798,-0.572382244420013
27.6,2.801,-0.566948948433753
27.6,2.804,-0.561674426165474
27.6,2.807,-0.556553528566808
27.6,2.81,-0.551581317596348
27.6,2.813,-0.546753056197142
27.6,2.816,-0.542064198821307
27.6,2.819,-0.537510382468368
27.6,2.822,-0.533087418206174
27.6,2.825,-0.528791283145396
27.6,2.828,-0.524618112840433
27.6,2.831,-0.520564194091486
27.6,2.834,-0.516625958124038
27.6,2.837,-0.512799974123698
27.6,2.84,-0.509082943105687
27.6,2.843,-0.50547169209961
27.6,2.846,-0.501963168631386
27.6,2.849,-0.498554435485393
27.6,2.852,-0.495242665730921
27.6,2.855,-0.492025137998007
27.6,2.858,-0.488899231988753
27.6,2.861,-0.485862424210933
27.6,2.864,-0.482912283921687
27.6,2.867,-0.480046469269673
27.6,2.87,-0.477262723624934
27.6,2.873,-0.474558872086214
27.6,2.876,-0.471932818156201
27.6,2.879,-0.469382540575681
27.6,2.882,-0.466906090308167
27.6,2.885,-0.464501587667009
27.6,2.888,-0.462167219577529
27.6,2.891,-0.45990123696708
27.6,2.894,-0.457701952276438
27.6,2.897,-0.455567737086228
27.6,2.9,-0.453497019852504
27.6,2.903,-0.45148828374589
27.6,2.906,-0.449540064589085
27.6,2.909,-0.447650948887736
27.6,2.912,-0.445819571950029
27.6,2.915,-0.44404461609057
27.6,2.918,-0.442324808914409
27.6,2.921,-0.440658921677253
27.6,2.924,-0.439045767718177
27.6,2.927,-0.437484200961267
27.6,2.93,-0.435973114482916
27.6,2.933,-0.434511439141609
27.6,2.936,-0.433098142267217
27.6,2.939,-0.431732226407003
27.6,2.942,-0.430412728125635
27.6,2.945,-0.429138716856724
27.6,2.948,-0.42790929380347
27.6,2.951,-0.426723590886161
27.6,2.954,-0.425580769734339
27.6,2.957,-0.424480020721674
27.6,2.96,-0.423420562041526
27.6,2.963,-0.422401638821437
27.6,2.966,-0.421422522274731
27.6,2.969,-0.420482508887693
27.6,2.972,-0.419580919640617
27.6,2.975,-0.418717099261361
27.6,2.978,-0.417890415509902
27.6,2.981,-0.417100258492622
27.6,2.984,-0.416346040004998
27.6,2.987,-0.415627192901506
27.6,2.99,-0.414943170491582
27.6,2.993,-0.414293445960557
27.6,2.996,-0.413677511814492
27.6,2.999,-0.413094879347965
27.6,3.002,-0.412545078133822
27.6,3.005,-0.41202765553403
27.6,3.008,-0.411542176230763
27.6,3.011,-0.411088221776889
27.6,3.014,-0.410665390165129
27.6,3.017,-0.41027329541512
27.6,3.02,-0.409911567177652
27.6,3.023,-0.409579850355477
27.6,3.026,-0.409277804739993
27.6,3.029,-0.409005104663234
27.6,3.032,-0.408761438664552
27.6,3.035,-0.40854650917146
27.6,3.038,-0.408360032194128
27.6,3.041,-0.408201737032964
27.6,3.044,-0.408071365998896
27.6,3.047,-0.407968674145801
27.6,3.05,-0.407893429014722
27.7,1.85,-0.180498585599614
27.7,1.853,-0.181853006700713
27.7,1.856,-0.183224133497046
27.7,1.859,-0.184612267593104
27.7,1.862,-0.186017717764662
27.7,1.865,-0.187440800175585
