"lP [mm]","wF [mm]","Freq [GHz]","dB(S(1,1)) []"
27.8,1.7,2.591,-2.14986426263566
27.8,1.7,2.594,-2.08151514368386
27.8,1.7,2.597,-2.01653068245965
27.8,1.7,2.6,-1.95470672263758
27.8,1.7,2.603,-1.89585367122249
27.8,1.7,2.606,-1.83979531645875
27.8,1.7,2.609,-1.78636775339763
27.8,1.7,2.612,-1.73541840610061
27.8,1.7,2.615,-1.68680513674501
27.8,1.7,2.618,-1.64039543301215
27.8,1.7,2.621,-1.59606566610367
27.8,1.7,2.624,-1.55370041257264
27.8,1.7,2.627,-1.51319183389125
27.8,1.7,2.63,-1.47443910832145
27.8,1.7,2.633,-1.4373479102224
27.8,1.7,2.636,-1.40182993242896
27.8,1.7,2.639,-1.36780244777842
27.8,1.7,2.642,-1.33518790625546
27.8,1.7,2.645,-1.30391356457428
27.8,1.7,2.648,-1.27391114532811
27.8,1.7,2.651,-1.24511652311341
27.8,1.7,2.654,-1.21746943528454
27.8,1.7,2.657,-1.19091321521608
27.8,1.7,2.66,-1.16539454615012
27.8,1.7,2.663,-1.14086323388347
27.8,1.7,2.666,-1.11727199671141
27.8,1.7,2.669,-1.0945762711887
27.8,1.7,2.672,-1.07273403239914
27.8,1.7,2.675,-1.05170562754262
27.8,1.7,2.678,-1.0314536217547
27.8,1.7,2.681,-1.01194265516954
27.8,1.7,2.684,-0.993139310324387
27.8,1.7,2.687,-0.975011989081639
27.8,1.7,2.69,-0.957530798316435
27.8,1.7,2.693,-0.940667443681899
27.8,1.7,2.696,-0.924395130822962
27.8,1.7,2.699,-0.908688473462828
27.8,1.7,2.702,-0.893523407834692
27.8,1.7,2.705,-0.878877112975173
27.8,1.7,2.708,-0.86472793643615
27.8,1.7,2.711,-0.851055325008014
27.8,1.7,2.714,-0.837839760080784
27.8,1.7,2.717,-0.825062697299753
27.8,1.7,2.72,-0.812706510200019
27.8,1.7,2.723,-0.800754437529614
27.8,1.7,2.726,-0.789190533993949
27.8,1.7,2.729,-0.777999624175463
27.8,1.7,2.732,-0.767167259401663
27.8,1.7,2.735,-0.756679677352442
27.8,1.7,2.738,-0.746523764213738
27.8,1.7,2.741,-0.736687019199479
27.8,1.7,2.744,-0.727157521277282
27.8,1.7,2.747,-0.717923897946004
27.8,1.7,2.75,-0.708975295924556
27.8,1.7,2.753,-0.700301353622041
27.8,1.7,2.756,-0.691892175268851
27.8,1.7,2.759,-0.683738306597378
27.8,1.7,2.762,-0.675830711969046
27.8,1.7,2.765,-0.668160752852008
27.8,1.7,2.768,-0.660720167560747
27.8,1.7,2.771,-0.653501052175231
27.8,1.7,2.774,-0.646495842563161
27.8,1.7,2.777,-0.639697297434304
27.8,1.7,2.78,-0.633098482360853
27.8,1.7,2.783,-0.626692754702559
27.8,1.7,2.786,-0.62047374937944
27.8,1.7,2.789,-0.614435365439036
27.8,1.7,2.792,-0.608571753368671
27.8,1.7,2.795,-0.602877303106691
27.8,1.7,2.798,-0.597346632709739
27.8,1.7,2.801,-0.591974577636004
27.8,1.7,2.804,-0.586756180607113
27.8,1.7,2.807,-0.581686682013808
27.8,1.7,2.81,-0.576761510832865
27.8,1.7,2.813,-0.571976276024866
27.8,1.7,2.816,-0.567326758384434
27.8,1.7,2.819,-0.562808902816328
27.8,1.7,2.822,-0.558418811012616
27.8,1.7,2.825,-0.55415273450771
27.8,1.7,2.828,-0.550007068089413
27.8,1.7,2.831,-0.545978343545722
27.8,1.7,2.834,-0.542063223728241
27.8,1.7,2.837,-0.538258496914361
27.8,1.7,2.84,-0.534561071451393
27.8,1.7,2.843,-0.530967970666993
27.8,1.7,2.846,-0.527476328031068
27.8,1.7,2.849,-0.524083382555336
27.8,1.7,2.852,-0.520786474417544
27.8,1.7,2.855,-0.517583040798127
27.8,1.7,2.858,-0.514470611917776
27.8,1.7,2.861,-0.511446807265193
27.8,1.7,2.864,-0.508509332004885
27.8,1.7,2.867,-0.505655973555312
27.8,1.7,2.87,-0.502884598328622
27.8,1.7,2.873,-0.500193148623311
27.8,1.7,2.876,-0.49757963966196
27.8,1.7,2.879,-0.495042156766497
27.8,1.7,2.882,-0.492578852663911
27.8,1.7,2.885,-0.490187944915745
27.8,1.7,2.888,-0.487867713465115
27.8,1.7,2.891,-0.485616498295254
27.8,1.7,2.894,-0.483432697194033
27.8,1.7,2.897,-0.481314763619164
27.8,1.7,2.9,-0.479261204659059
27.8,1.7,2.903,-0.477270579084692
27.8,1.7,2.906,-0.47534149548791
27.8,1.7,2.909,-0.473472610502123
27.8,1.7,2.912,-0.471662627101211
27.8,1.7,2.915,-0.469910292973068
27.8,1.7,2.918,-0.468214398964058
27.8,1.7,2.921,-0.46657377759113
27.8,1.7,2.924,-0.464987301618317
27.8,1.7,2.927,-0.463453882694655
27.8,1.7,2.93,-0.461972470050607
27.8,1.7,2.933,-0.460542049250337
27.8,1.7,2.936,-0.459161640997197
27.8,1.7,2.939,-0.457830299990051
27.8,1.7,2.942,-0.45654711382808
27.8,1.7,2.945,-0.455311201961916
27.8,1.7,2.948,-0.454121714688952
27.8,1.7,2.951,-0.452977832190984
27.8,1.7,2.954,-0.451878763612163
27.8,1.7,2.957,-0.450823746175581
27.8,1.7,2.96,-0.44981204433676
27.8,1.7,2.963,-0.448842948972464
27.8,1.7,2.966,-0.447915776603262
27.8,1.7,2.969,-0.44702986864847
27.8,1.7,2.972,-0.446184590711995
27.8,1.7,2.975,-0.445379331897881
27.8,1.7,2.978,-0.444613504154218
27.8,1.7,2.981,-0.443886541644279
27.8,1.7,2.984,-0.443197900143761
27.8,1.7,2.987,-0.442547056463011
27.8,1.7,2.99,-0.441933507893276
27.8,1.7,2.993,-0.441356771675971
27.8,1.7,2.996,-0.440816384494023
27.8,1.7,2.999,-0.440311901984482
27.8,1.7,3.002,-0.439842898271426
27.8,1.7,3.005,-0.439408965518536
27.8,1.7,3.008,-0.439009713500415
27.8,1.7,3.011,-0.438644769192021
27.8,1.7,3.014,-0.438313776375505
27.8,1.7,3.017,-0.438016395263746
27.8,1.7,3.02,-0.43775230214004
27.8,1.7,3.023,-0.437521189013241
27.8,1.7,3.026,-0.437322763287868
27.8,1.7,3.029,-0.43715674744859
27.8,1.7,3.032,-0.437022878758548
27.8,1.7,3.035,-0.436920908971087
27.8,1.7,3.038,-0.436850604054314
27.8,1.7,3.041,-0.43681174392817
27.8,1.7,3.044,-0.436804122213429
27.8,1.7,3.047,-0.436827545992344
27.8,1.7,3.05,-0.436881835580452
27.8,1.9,1.85,-0.206811124606289
27.8,1.9,1.853,-0.208448945586012
27.8,1.9,1.856,-0.210107508126694
27.8,1.9,1.859,-0.21178716161158
27.8,1.9,1.862,-0.213488264613456
27.8,1.9,1.865,-0.215211185152468
27.8,1.9,1.868,-0.216956300962765
27.8,1.9,1.871,-0.218723999768407
27.8,1.9,1.874,-0.220514679568859
27.8,1.9,1.877,-0.222328748934444
27.8,1.9,1.88,-0.224166627312146
27.8,1.9,1.883,-0.226028745342194
27.8,1.9,1.886,-0.227915545185829
27.8,1.9,1.889,-0.229827480864723
27.8,1.9,1.892,-0.231765018612486
27.8,1.9,1.895,-0.233728637238798
27.8,1.9,1.898,-0.235718828506615
27.8,1.9,1.901,-0.237736097523043
27.8,1.9,1.904,-0.239780963144376
27.8,1.9,1.907,-0.241853958395954
27.8,1.9,1.91,-0.243955630907385
27.8,1.9,1.913,-0.2460865433638
27.8,1.9,1.916,-0.248247273973816
27.8,1.9,1.919,-0.250438416954888
27.8,1.9,1.922,-0.252660583036801
27.8,1.9,1.925,-0.254914399984052
27.8,1.9,1.928,-0.257200513137952
27.8,1.9,1.931,-0.25951958597926
27.8,1.9,1.934,-0.261872300712247
27.8,1.9,1.937,-0.264259358871136
27.8,1.9,1.94,-0.26668148194984
27.8,1.9,1.943,-0.269139412056082
27.8,1.9,1.946,-0.271633912590901
27.8,1.9,1.949,-0.274165768954707
27.8,1.9,1.952,-0.276735789281041
27.8,1.9,1.955,-0.279344805199313
27.8,1.9,1.958,-0.281993672627732
27.8,1.9,1.961,-0.284683272597911
27.8,1.9,1.964,-0.287414512112454
27.8,1.9,1.967,-0.290188325037135
27.8,1.9,1.97,-0.293005673029161
27.8,1.9,1.973,-0.29586754650327
27.8,1.9,1.976,-0.298774965637326
27.8,1.9,1.979,-0.30172898141933
27.8,1.9,1.982,-0.304730676737699
27.8,1.9,1.985,-0.307781167516954
27.8,1.9,1.988,-0.310881603900852
27.8,1.9,1.991,-0.314033171485297
27.8,1.9,1.994,-0.317237092603379
27.8,1.9,1.997,-0.320494627665061
27.8,1.9,2,-0.323807076554134
27.8,1.9,2.003,-0.32717578008526
27.8,1.9,2.006,-0.330602121523983
27.8,1.9,2.009,-0.334087528172893
27.8,1.9,2.012,-0.337633473027118
27.8,1.9,2.015,-0.341241476502666
27.8,1.9,2.018,-0.344913108241216
27.8,1.9,2.021,-0.348649988995219
27.8,1.9,2.024,-0.352453792597401
27.8,1.9,2.027,-0.356326248018892
27.8,1.9,2.03,-0.36026914152061
27.8,1.9,2.033,-0.364284318902607
27.8,1.9,2.036,-0.36837368785655
27.8,1.9,2.039,-0.372539220426606
27.8,1.9,2.042,-0.376782955584501
27.8,1.9,2.045,-0.381107001924731
27.8,1.9,2.048,-0.385513540486284
27.8,1.9,2.051,-0.390004827707663
27.8,1.9,2.054,-0.394583198522349
27.8,1.9,2.057,-0.399251069602244
27.8,1.9,2.06,-0.404010942757239
27.8,1.9,2.063,-0.408865408499325
27.8,1.9,2.066,-0.413817149780368
27.8,1.9,2.069,-0.418868945913157
27.8,1.9,2.072,-0.424023676685882
27.8,1.9,2.075,-0.429284326680955
27.8,1.9,2.078,-0.434653989809622
27.8,1.9,2.081,-0.440135874074661
27.8,1.9,2.084,-0.445733306574159
27.8,1.9,2.087,-0.451449738760238
27.8,1.9,2.09,-0.457288751967472
27.8,1.9,2.093,-0.463254063226671
27.8,1.9,2.096,-0.46934953138077
27.8,1.9,2.099,-0.475579163520597
27.8,1.9,2.102,-0.481947121759548
27.8,1.9,2.105,-0.488457730367347
27.8,1.9,2.108,-0.495115483284529
27.8,1.9,2.111,-0.501925052040619
27.8,1.9,2.114,-0.508891294100647
27.8,1.9,2.117,-0.516019261666215
27.8,1.9,2.12,-0.523314210959174
27.8,1.9,2.123,-0.530781612017897
27.8,1.9,2.126,-0.53842715903817
27.8,1.9,2.129,-0.546256781293028
27.8,1.9,2.132,-0.55427665466819
27.8,1.9,2.135,-0.562493213852346
27.8,1.9,2.138,-0.570913165224452
27.8,1.9,2.141,-0.579543500482988
27.8,1.9,2.144,-0.588391511065555
27.8,1.9,2.147,-0.597464803410648
27.8,1.9,2.15,-0.606771315117124
27.8,1.9,2.153,-0.616319332061069
27.8,1.9,2.156,-0.626117506534174
27.8,1.9,2.159,-0.636174876472376
27.8,1.9,2.162,-0.646500885848822
27.8,1.9,2.165,-0.657105406310696
27.8,1.9,2.168,-0.667998760145492
27.8,1.9,2.171,-0.679191744668888
27.8,1.9,2.174,-0.690695658133401
27.8,1.9,2.177,-0.702522327264766
27.8,1.9,2.18,-0.714684136541189
27.8,1.9,2.183,-0.727194059339748
27.8,1.9,2.186,-0.740065691084026
27.8,1.9,2.189,-0.753313284537641
27.8,1.9,2.192,-0.76695178739998
27.8,1.9,2.195,-0.780996882373057
27.8,1.9,2.198,-0.795465029881994
27.8,1.9,2.201,-0.810373513646708
27.8,1.9,2.204,-0.825740489318459
27.8,1.9,2.207,-0.841585036412743
27.8,1.9,2.21,-0.857927213789202
27.8,1.9,2.213,-0.874788118950333
27.8,1.9,2.216,-0.892189951453777
27.8,1.9,2.219,-0.910156080757884
27.8,1.9,2.222,-0.928711118847922
27.8,1.9,2.225,-0.947880998020093
27.8,1.9,2.228,-0.967693054233223
27.8,1.9,2.231,-0.988176116474241
27.8,1.9,2.234,-1.00936060262241
27.8,1.9,2.237,-1.03127862234071
27.8,1.9,2.24,-1.05396408756999
27.8,1.9,2.243,-1.07745283125303
27.8,1.9,2.246,-1.10178273497325
27.8,1.9,2.249,-1.12699386625471
27.8,1.9,2.252,-1.15312862633949
27.8,1.9,2.255,-1.1802319093339
27.8,1.9,2.258,-1.20835127369875
27.8,1.9,2.261,-1.23753712715091
27.8,1.9,2.264,-1.26784292614467
27.8,1.9,2.267,-1.2993253912144
27.8,1.9,2.27,-1.33204473958309
27.8,1.9,2.273,-1.36606493657958
27.8,1.9,2.276,-1.40145396755905
27.8,1.9,2.279,-1.4382841321903
27.8,1.9,2.282,-1.4766323631613
27.8,1.9,2.285,-1.51658057156276
27.8,1.9,2.288,-1.55821602144286
27.8,1.9,2.291,-1.60163173628546
27.8,1.9,2.294,-1.64692694045506
27.8,1.9,2.297,-1.69420753897704
27.8,1.9,2.3,-1.74358663938774
27.8,1.9,2.303,-1.79518511980011
27.8,1.9,2.306,-1.84913224779575
27.8,1.9,2.309,-1.90556635527975
27.8,1.9,2.312,-1.96463557503189
27.8,1.9,2.315,-2.02649864536795
27.8,1.9,2.318,-2.09132579010237
27.8,1.9,2.321,-2.15929968189575
27.8,1.9,2.324,-2.23061649809896
27.8,1.9,2.327,-2.30548707939559
27.8,1.9,2.33,-2.38413820292817
27.8,1.9,2.333,-2.46681398321021
27.8,1.9,2.336,-2.55377741602503
27.8,1.9,2.339,-2.6453120827536
27.8,1.9,2.342,-2.74172403523482
27.8,1.9,2.345,-2.84334388443777
27.8,1.9,2.348,-2.95052912003885
27.8,1.9,2.351,-3.06366669260093
27.8,1.9,2.354,-3.18317589564179
27.8,1.9,2.357,-3.30951159170877
27.8,1.9,2.36,-3.44316783496267
27.8,1.9,2.363,-3.58468195313451
27.8,1.9,2.366,-3.73463916458785
27.8,1.9,2.369,-3.89367782228981
27.8,1.9,2.372,-4.06249539667478
27.8,1.9,2.375,-4.2418553348576
27.8,1.9,2.378,-4.43259496597497
27.8,1.9,2.381,-4.63563466365905
27.8,1.9,2.384,-4.85198852949139
27.8,1.9,2.387,-5.08277692936435
27.8,1.9,2.39,-5.32924130280699
27.8,1.9,2.393,-5.59276177994984
27.8,1.9,2.396,-5.87487829051512
27.8,1.9,2.399,-6.17731604550351
27.8,1.9,2.402,-6.5020165303133
27.8,1.9,2.405,-6.85117548771815
27.8,1.9,2.408,-7.22728981556373
27.8,1.9,2.411,-7.63321588707966
27.8,1.9,2.414,-8.07224255191497
27.8,1.9,2.417,-8.54818301145981
27.8,1.9,2.42,-9.06549085184585
27.8,1.9,2.423,-9.62940658818753
27.8,1.9,2.426,-10.2461415683873
27.8,1.9,2.429,-10.9231044625728
27.8,1.9,2.432,-11.6691677476522
27.8,1.9,2.435,-12.494946913305
27.8,1.9,2.438,-13.412995409312
27.8,1.9,2.441,-14.4376281580144
27.8,1.9,2.444,-15.5835710015676
27.8,1.9,2.447,-16.861244570163
27.8,1.9,2.45,-18.2629075146407
27.8,1.9,2.453,-19.7262835510399
27.8,1.9,2.456,-21.0583974955142
27.8,1.9,2.459,-21.8682764995135
27.8,1.9,2.462,-21.7633445369668
27.8,1.9,2.465,-20.8025624252728
27.8,1.9,2.468,-19.4166060979769
27.8,1.9,2.471,-17.9564194149574
27.8,1.9,2.474,-16.5789590022424
27.8,1.9,2.477,-15.3299894924009
27.8,1.9,2.48,-14.2113854988563
27.8,1.9,2.483,-13.2110969183289
27.8,1.9,2.486,-12.3142603381136
27.8,1.9,2.489,-11.5068851356244
27.8,1.9,2.492,-10.7768380909979
27.8,1.9,2.495,-10.1138987605066
27.8,1.9,2.498,-9.50953185820399
27.8,1.9,2.501,-8.95660609311322
27.8,1.9,2.504,-8.44913518852023
27.8,1.9,2.507,-7.98206069593178
27.8,1.9,2.51,-7.55107663224918
27.8,1.9,2.513,-7.15249004624937
27.8,1.9,2.516,-6.78311066855762
27.8,1.9,2.519,-6.44016349837568
27.8,1.9,2.522,-6.12121928275641
27.8,1.9,2.525,-5.82413890879867
27.8,1.9,2.528,-5.54702862530654
27.8,1.9,2.531,-5.28820372291243
27.8,1.9,2.534,-5.04615885306502
27.8,1.9,2.537,-4.81954358771434
27.8,1.9,2.54,-4.60714214199629
27.8,1.9,2.543,-4.40785642570556
27.8,1.9,2.546,-4.22069177463505
27.8,1.9,2.549,-4.04474485428813
27.8,1.9,2.552,-3.87919333683847
27.8,1.9,2.555,-3.72328703561226
27.8,1.9,2.558,-3.57634024585382
27.8,1.9,2.561,-3.43772509063751
27.8,1.9,2.564,-3.30686570990975
27.8,1.9,2.567,-3.18323316134596
27.8,1.9,2.57,-3.06634092592362
27.8,1.9,2.573,-2.95574093031348
27.8,1.9,2.576,-2.85102001349692
27.8,1.9,2.579,-2.75179677728271
27.8,1.9,2.582,-2.65771877028013
27.8,1.9,2.585,-2.5684599628938
27.8,1.9,2.588,-2.48371847743177
27.8,1.9,2.591,-2.40321454276644
27.8,1.9,2.594,-2.32668864739665
27.8,1.9,2.597,-2.253899868414
27.8,1.9,2.6,-2.18462435692414
27.8,1.9,2.603,-2.11865396302936
27.8,1.9,2.606,-2.05579498563419
27.8,1.9,2.609,-1.99586703416286
27.8,1.9,2.612,-1.93870199083597
27.8,1.9,2.615,-1.88414306348754
27.8,1.9,2.618,-1.83204392005352
27.8,1.9,2.621,-1.78226789685634
27.8,1.9,2.624,-1.73468727367378
27.8,1.9,2.627,-1.68918260933359
27.8,1.9,2.63,-1.64564213223474
27.8,1.9,2.633,-1.60396118077598
27.8,1.9,2.636,-1.56404168918292
27.8,1.9,2.639,-1.52579171467711
27.8,1.9,2.642,-1.48912500233082
27.8,1.9,2.645,-1.45396058430778
27.8,1.9,2.648,-1.42022241050723
27.8,1.9,2.651,-1.38783900791224
27.8,1.9,2.654,-1.35674316619678
27.8,1.9,2.657,-1.32687164737353
27.8,1.9,2.66,-1.29816491746825
27.8,1.9,2.663,-1.27056689839036
27.8,1.9,2.666,-1.24402473833462
27.8,1.9,2.669,-1.21848859919774
27.8,1.9,2.672,-1.19391145962856
27.8,1.9,2.675,-1.17024893245164
27.8,1.9,2.678,-1.14745909531483
27.8,1.9,2.681,-1.12550233351029
27.8,1.9,2.684,-1.10434119400928
27.8,1.9,2.687,-1.083940249833
27.8,1.9,2.69,-1.06426597395581
27.8,1.9,2.693,-1.04528662200533
27.8,1.9,2.696,-1.026972123085
27.8,1.9,2.699,-1.00929397810097
27.8,1.9,2.702,-0.992225165026108
27.8,1.9,2.705,-0.975740050580259
27.8,1.9,2.708,-0.95981430784855
27.8,1.9,2.711,-0.944424839397954
27.8,1.9,2.714,-0.929549705487869
27.8,1.9,2.717,-0.915168057002599
27.8,1.9,2.72,-0.901260072763225
27.8,1.9,2.723,-0.887806900903295
27.8,1.9,2.726,-0.87479060401757
27.8,1.9,2.729,-0.862194107815523
27.8,1.9,2.732,-0.850001153032241
27.8,1.9,2.735,-0.838196250368214
27.8,1.9,2.738,-0.826764638247049
27.8,1.9,2.741,-0.815692243196142
27.8,1.9,2.744,-0.804965642669941
27.8,1.9,2.747,-0.79457203014915
27.8,1.9,2.75,-0.784499182361425
27.8,1.9,2.753,-0.774735428480672
27.8,1.9,2.756,-0.765269621172531
27.8,1.9,2.759,-0.756091109363309
27.8,1.9,2.762,-0.747189712618513
27.8,1.9,2.765,-0.738555697025425
27.8,1.9,2.768,-0.730179752481651
27.8,1.9,2.771,-0.722052971298613
27.8,1.9,2.774,-0.714166828035429
27.8,1.9,2.777,-0.706513160484501
27.8,1.9,2.78,-0.699084151735728
27.8,1.9,2.783,-0.691872313251279
27.8,1.9,2.786,-0.684870468887614
27.8,1.9,2.789,-0.678071739805764
27.8,1.9,2.792,-0.671469530214899
27.8,1.9,2.795,-0.665057513897998
27.8,1.9,2.798,-0.658829621471848
27.8,1.9,2.801,-0.652780028336778
27.8,1.9,2.804,-0.646903143274584
27.8,1.9,2.807,-0.641193597655788
27.8,1.9,2.81,-0.635646235219959
27.8,1.9,2.813,-0.630256102395189
27.8,1.9,2.816,-0.625018439125071
27.8,1.9,2.819,-0.619928670173438
27.8,1.9,2.822,-0.614982396879279
27.8,1.9,2.825,-0.61017538933571
27.8,1.9,2.828,-0.605503578968807
27.8,1.9,2.831,-0.600963051493455
27.8,1.9,2.834,-0.596550040224893
27.8,1.9,2.837,-0.592260919725959
27.8,1.9,2.84,-0.58809219977122
27.8,1.9,2.843,-0.58404051961043
27.8,1.9,2.846,-0.580102642514747
27.8,1.9,2.849,-0.576275450590177
27.8,1.9,2.852,-0.572555939843735
27.8,1.9,2.855,-0.568941215488537
27.8,1.9,2.858,-0.565428487474992
27.8,1.9,2.861,-0.562015066235964
27.8,1.9,2.864,-0.558698358634558
27.8,1.9,2.867,-0.555475864103705
27.8,1.9,2.87,-0.552345170967603
27.8,1.9,2.873,-0.549303952935343
27.8,1.9,2.876,-0.546349965757934
27.8,1.9,2.879,-0.543481044040142
27.8,1.9,2.882,-0.540695098199299
27.8,1.9,2.885,-0.537990111563524
27.8,1.9,2.888,-0.535364137602322
27.8,1.9,2.891,-0.532815297282824
27.8,1.9,2.894,-0.530341776545458
27.8,1.9,2.897,-0.52794182389302
27.8,1.9,2.9,-0.525613748087582
27.8,1.9,2.903,-0.52335591594988
27.8,1.9,2.906,-0.521166750256239
27.8,1.9,2.909,-0.519044727728191
27.8,1.9,2.912,-0.516988377110423
27.8,1.9,2.915,-0.514996277332675
27.8,1.9,2.918,-0.513067055751718
27.8,1.9,2.921,-0.511199386469491
27.8,1.9,2.924,-0.509391988723885
27.8,1.9,2.927,-0.507643625348697
27.8,1.9,2.93,-0.505953101299613
27.8,1.9,2.933,-0.504319262243081
27.8,1.9,2.936,-0.5027409932052
27.8,1.9,2.939,-0.501217217277934
27.8,1.9,2.942,-0.499746894379949
27.8,1.9,2.945,-0.498329020069678
27.8,1.9,2.948,-0.496962624408244
27.8,1.9,2.951,-0.495646770869984
27.8,1.9,2.954,-0.494380555298546
27.8,1.9,2.957,-0.493163104906441
27.8,1.9,2.96,-0.491993577316241
27.8,1.9,2.963,-0.49087115964156
27.8,1.9,2.966,-0.489795067606115
27.8,1.9,2.969,-0.488764544699229
27.8,1.9,2.972,-0.487778861366231
27.8,1.9,2.975,-0.486837314232245
27.8,1.9,2.978,-0.485939225358034
27.8,1.9,2.981,-0.485083941526444
27.8,1.9,2.984,-0.484270833558321
27.8,1.9,2.987,-0.483499295656553
27.8,1.9,2.99,-0.482768744777189
27.8,1.9,2.993,-0.482078620026483
27.8,1.9,2.996,-0.481428382082821
27.8,1.9,2.999,-0.480817512642566
27.8,1.9,3.002,-0.480245513888841
27.8,1.9,3.005,-0.479711907982378
27.8,1.9,3.008,-0.479216236573527
27.8,1.9,3.011,-0.478758060334668
27.8,1.9,3.014,-0.478336958512179
27.8,1.9,3.017,-0.477952528497265
27.8,1.9,3.02,-0.477604385414918
27.8,1.9,3.023,-0.477292161730308
27.8,1.9,3.026,-0.477015506872015
27.8,1.9,3.029,-0.476774086871426
27.8,1.9,3.032,-0.476567584017748
27.8,1.9,3.035,-0.476395696528042
27.8,1.9,3.038,-0.4762581382318
27.8,1.9,3.041,-0.476154638269467
27.8,1.9,3.044,-0.476084940804514
27.8,1.9,3.047,-0.47604880474853
27.8,1.9,3.05,-0.476046003498902
27.8,2,1.85,-0.229568880100428
27.8,2,1.853,-0.231402339356875
27.8,2,1.856,-0.233258453597363
27.8,2,1.859,-0.235137601698225
27.8,2,1.862,-0.2370401725232
27.8,2,1.865,-0.238966565202742
27.8,2,1.868,-0.240917189422921
27.8,2,1.871,-0.242892465724278
27.8,2,1.874,-0.24489282581103
27.8,2,1.877,-0.246918712871018
27.8,2,1.88,-0.248970581906827
27.8,2,1.883,-0.251048900078525
27.8,2,1.886,-0.253154147058455
27.8,2,1.889,-0.255286815398593
27.8,2,1.892,-0.257447410910956
27.8,2,1.895,-0.259636453061564
27.8,2,1.898,-0.261854475378565
27.8,2,1.901,-0.264102025875017
27.8,2,1.904,-0.266379667487005
27.8,2,1.907,-0.268687978527633
27.8,2,1.91,-0.271027553157638
27.8,2,1.913,-0.273399001873247
27.8,2,1.916,-0.275802952011997
27.8,2,1.919,-0.278240048277328
27.8,2,1.922,-0.280710953282642
27.8,2,1.925,-0.283216348115742
27.8,2,1.928,-0.285756932924468
27.8,2,1.931,-0.288333427524403
27.8,2,1.934,-0.290946572029678
27.8,2,1.937,-0.293597127507797
27.8,2,1.94,-0.296285876659537
27.8,2,1.943,-0.299013624525044
27.8,2,1.946,-0.301781199217234
27.8,2,1.949,-0.304589452683712
27.8,2,1.952,-0.307439261498469
27.8,2,1.955,-0.310331527684676
27.8,2,1.958,-0.313267179569967
27.8,2,1.961,-0.31624717267566
27.8,2,1.964,-0.319272490641442
27.8,2,1.967,-0.322344146187151
27.8,2,1.97,-0.325463182113306
27.8,2,1.973,-0.32863067234219
27.8,2,1.976,-0.331847723001341
27.8,2,1.979,-0.335115473551406
27.8,2,1.982,-0.338435097960454
27.8,2,1.985,-0.341807805926869
27.8,2,1.988,-0.345234844153155
27.8,2,1.991,-0.348717497673042
27.8,2,1.994,-0.352257091234416
27.8,2,1.997,-0.355854990740782
27.8,2,2,-0.359512604754011
27.8,2,2.003,-0.36323138606139
27.8,2,2.006,-0.36701283331008
27.8,2,2.009,-0.370858492712262
27.8,2,2.012,-0.374769959824472
27.8,2,2.015,-0.378748881404773
27.8,2,2.018,-0.382796957351634
27.8,2,2.021,-0.386915942728624
27.8,2,2.024,-0.391107649879185
27.8,2,2.027,-0.395373950636109
27.8,2,2.03,-0.399716778630455
27.8,2,2.033,-0.404138131705071
27.8,2,2.036,-0.408640074438016
27.8,2,2.039,-0.413224740781666
27.8,2,2.042,-0.417894336823431
27.8,2,2.045,-0.42265114367451
27.8,2,2.048,-0.427497520493403
27.8,2,2.051,-0.432435907651306
27.8,2,2.054,-0.437468830046986
27.8,2,2.057,-0.44259890057909
27.8,2,2.06,-0.447828823784432
27.8,2,2.063,-0.453161399651223
27.8,2,2.066,-0.4585995276168
27.8,2,2.069,-0.464146210759996
27.8,2,2.072,-0.469804560198866
27.8,2,2.075,-0.475577799705215
27.8,2,2.078,-0.481469270548028
27.8,2,2.081,-0.487482436578681
27.8,2,2.084,-0.493620889571617
27.8,2,2.087,-0.499888354835014
27.8,2,2.09,-0.506288697106966
27.8,2,2.093,-0.512825926753572
27.8,2,2.096,-0.519504206286502
27.8,2,2.099,-0.526327857218636
27.8,2,2.102,-0.533301367277707
27.8,2,2.105,-0.540429397999054
27.8,2,2.108,-0.547716792720035
27.8,2,2.111,-0.555168585000211
27.8,2,2.114,-0.562790007492882
27.8,2,2.117,-0.570586501295392
27.8,2,2.12,-0.578563725807408
27.8,2,2.123,-0.586727569128366
27.8,2,2.126,-0.595084159027426
27.8,2,2.129,-0.603639874521567
27.8,2,2.132,-0.612401358099886
27.8,2,2.135,-0.621375528634867
27.8,2,2.138,-0.630569595024175
27.8,2,2.141,-0.639991070609671
27.8,2,2.144,-0.649647788423578
27.8,2,2.147,-0.659547917315355
27.8,2,2.15,-0.66969997901664
27.8,2,2.153,-0.680112866205777
27.8,2,2.156,-0.690795861637913
27.8,2,2.159,-0.701758658411499
27.8,2,2.162,-0.713011381447166
27.8,2,2.165,-0.724564610260714
27.8,2,2.168,-0.736429403117837
27.8,2,2.171,-0.748617322665063
27.8,2,2.174,-0.76114046313815
27.8,2,2.177,-0.774011479257272
27.8,2,2.18,-0.787243616926353
27.8,2,2.183,-0.800850745863092
27.8,2,2.186,-0.814847394296058
27.8,2,2.189,-0.829248785875678
27.8,2,2.192,-0.844070878957655
27.8,2,2.195,-0.859330408429714
27.8,2,2.198,-0.875044930266221
27.8,2,2.201,-0.891232869009876
27.8,2,2.204,-0.907913568395876
27.8,2,2.207,-0.925107345351095
27.8,2,2.21,-0.942835547620026
27.8,2,2.213,-0.961120615289753
