"lP [mm]","wF [mm]","Freq [GHz]","dB(S(1,1)) []"
27.8,1.1,2.21,-0.632989560568335
27.8,1.1,2.213,-0.646261531165374
27.8,1.1,2.216,-0.66000018966128
27.8,1.1,2.219,-0.674227749608334
27.8,1.1,2.222,-0.688967735173477
27.8,1.1,2.225,-0.704245072839964
27.8,1.1,2.228,-0.720086190494682
27.8,1.1,2.231,-0.736519124570584
27.8,1.1,2.234,-0.753573635980554
27.8,1.1,2.237,-0.771281335653474
27.8,1.1,2.24,-0.789675820565651
27.8,1.1,2.243,-0.808792821252409
27.8,1.1,2.246,-0.828670361886482
27.8,1.1,2.249,-0.849348934122964
27.8,1.1,2.252,-0.87087168603664
27.8,1.1,2.255,-0.893284627617809
27.8,1.1,2.258,-0.916636854449057
27.8,1.1,2.261,-0.940980791359886
27.8,1.1,2.264,-0.966372458050665
27.8,1.1,2.267,-0.992871758894924
27.8,1.1,2.27,-1.02054279937168
27.8,1.1,2.273,-1.04945423185161
27.8,1.1,2.276,-1.07967963376469
27.8,1.1,2.279,-1.11129792151788
27.8,1.1,2.282,-1.14439380391325
27.8,1.1,2.285,-1.17905827924531
27.8,1.1,2.288,-1.21538918073741
27.8,1.1,2.291,-1.25349177551768
27.8,1.1,2.294,-1.29347942294231
27.8,1.1,2.297,-1.33547429875882
27.8,1.1,2.3,-1.37960819237205
27.8,1.1,2.303,-1.42602338534561
27.8,1.1,2.306,-1.47487362025262
27.8,1.1,2.309,-1.52632517009931
27.8,1.1,2.312,-1.58055801980144
27.8,1.1,2.315,-1.63776717261701
27.8,1.1,2.318,-1.69816409605625
27.8,1.1,2.321,-1.76197832362945
27.8,1.1,2.324,-1.82945923089096
27.8,1.1,2.327,-1.9008780066353
27.8,1.1,2.33,-1.97652984284874
27.8,1.1,2.333,-2.05673637017844
27.8,1.1,2.336,-2.14184836932439
27.8,1.1,2.339,-2.23224879297774
27.8,1.1,2.342,-2.32835613783383
27.8,1.1,2.345,-2.43062821193574
27.8,1.1,2.348,-2.53956634932503
27.8,1.1,2.351,-2.65572013189974
27.8,1.1,2.354,-2.77969268776672
27.8,1.1,2.357,-2.91214664654369
27.8,1.1,2.36,-3.05381084540728
27.8,1.1,2.363,-3.20548789565662
27.8,1.1,2.366,-3.36806273870942
27.8,1.1,2.369,-3.54251234334954
27.8,1.1,2.372,-3.72991672328065
27.8,1.1,2.375,-3.93147148602699
27.8,1.1,2.378,-4.14850216094035
27.8,1.1,2.381,-4.38248059449878
27.8,1.1,2.384,-4.6350437421098
27.8,1.1,2.387,-4.9080152200507
27.8,1.1,2.39,-5.20342999386805
27.8,1.1,2.393,-5.52356254034305
27.8,1.1,2.396,-5.87095867029511
27.8,1.1,2.399,-6.24847082613638
27.8,1.1,2.402,-6.65929585478824
27.8,1.1,2.405,-7.10701258755891
27.8,1.1,2.408,-7.59561323034564
27.8,1.1,2.411,-8.12951601506257
27.8,1.1,2.414,-8.71353371503563
27.8,1.1,2.417,-9.352747428831
27.8,1.1,2.42,-10.0521856050611
27.8,1.1,2.423,-10.8161118431991
27.8,1.1,2.426,-11.6465409210543
27.8,1.1,2.429,-12.5402721726279
27.8,1.1,2.432,-13.4832311453036
27.8,1.1,2.435,-14.4405539934224
27.8,1.1,2.438,-15.3422608707154
27.8,1.1,2.441,-16.0720092524419
27.8,1.1,2.444,-16.4829425999135
27.8,1.1,2.447,-16.4649601120098
27.8,1.1,2.45,-16.0231431975695
27.8,1.1,2.453,-15.2736768315074
27.8,1.1,2.456,-14.3628105387865
27.8,1.1,2.459,-13.4033461783792
27.8,1.1,2.462,-12.462041013512
27.8,1.1,2.465,-11.5717060817271
27.8,1.1,2.468,-10.745301308967
27.8,1.1,2.471,-9.98547760982006
27.8,1.1,2.474,-9.2899733437493
27.8,1.1,2.477,-8.65443116569575
27.8,1.1,2.48,-8.07380284179942
27.8,1.1,2.483,-7.54302107209727
27.8,1.1,2.486,-7.05730031383861
27.8,1.1,2.489,-6.6122531859054
27.8,1.1,2.492,-6.2039173842638
27.8,1.1,2.495,-5.82874109963868
27.8,1.1,2.498,-5.48355100447892
27.8,1.1,2.501,-5.16551467779052
27.8,1.1,2.504,-4.87210311676923
27.8,1.1,2.507,-4.60105582757878
27.8,1.1,2.51,-4.35034940763532
27.8,1.1,2.513,-4.11816976471726
27.8,1.1,2.516,-3.90288776878003
27.8,1.1,2.519,-3.70303799468236
27.8,1.1,2.522,-3.51730018076487
27.8,1.1,2.525,-3.3444830435882
27.8,1.1,2.528,-3.18351012452056
27.8,1.1,2.531,-3.03340738499354
27.8,1.1,2.534,-2.89329230735061
27.8,1.1,2.537,-2.76236429443677
27.8,1.1,2.54,-2.63989619252079
27.8,1.1,2.543,-2.52522678884658
27.8,1.1,2.546,-2.41775415752829
27.8,1.1,2.549,-2.31692974622057
27.8,1.1,2.552,-2.22225311159825
27.8,1.1,2.555,-2.13326722470317
27.8,1.1,2.558,-2.04955427811746
27.8,1.1,2.561,-1.9707319360856
27.8,1.1,2.564,-1.89644997644524
27.8,1.1,2.567,-1.82638727979342
27.8,1.1,2.57,-1.76024912691558
27.8,1.1,2.573,-1.69776477030488
27.8,1.1,2.576,-1.63868524973221
27.8,1.1,2.579,-1.58278142540079
27.8,1.1,2.582,-1.52984220532048
27.8,1.1,2.585,-1.47967294623839
27.8,1.1,2.588,-1.43209400982194
27.8,1.1,2.591,-1.38693945785784
27.8,1.1,2.594,-1.34405587204537
27.8,1.1,2.597,-1.30330128555945
27.8,1.1,2.6,-1.26454421496702
27.8,1.1,2.603,-1.22766278232287
27.8,1.1,2.606,-1.19254391837086
27.8,1.1,2.609,-1.1590826387491
27.8,1.1,2.612,-1.12718138596058
27.8,1.1,2.615,-1.09674943063604
27.8,1.1,2.618,-1.06770232629593
27.8,1.1,2.621,-1.03996141242236
27.8,1.1,2.624,-1.01345336119015
27.8,1.1,2.627,-0.988109763684616
27.8,1.1,2.63,-0.963866751860623
27.8,1.1,2.633,-0.940664652878198
27.8,1.1,2.636,-0.918447672789237
27.8,1.1,2.639,-0.897163606853776
27.8,1.1,2.642,-0.876763574034963
27.8,1.1,2.645,-0.857201773464669
27.8,1.1,2.648,-0.838435260888574
27.8,1.1,2.651,-0.820423743294007
27.8,1.1,2.654,-0.803129390098007
27.8,1.1,2.657,-0.786516659429346
27.8,1.1,2.66,-0.770552138178422
27.8,1.1,2.663,-0.755204394614982
27.8,1.1,2.666,-0.740443842486627
27.8,1.1,2.669,-0.726242615613065
27.8,1.1,2.672,-0.712574452082452
27.8,1.1,2.675,-0.699414587238891
27.8,1.1,2.678,-0.686739654724241
27.8,1.1,2.681,-0.674527594904722
27.8,1.1,2.684,-0.662757570073086
27.8,1.1,2.687,-0.651409885871854
27.8,1.1,2.69,-0.640465918432567
27.8,1.1,2.693,-0.629908046770516
27.8,1.1,2.696,-0.619719590014995
27.8,1.1,2.699,-0.60988474909159
27.8,1.1,2.702,-0.60038855250626
27.8,1.1,2.705,-0.591216805911011
27.8,1.1,2.708,-0.582356045158362
27.8,1.1,2.711,-0.57379349257634
27.8,1.1,2.714,-0.565517016218631
27.8,1.1,2.717,-0.557515091864659
27.8,1.1,2.72,-0.549776767563173
27.8,1.1,2.723,-0.542291630529931
27.8,1.1,2.726,-0.535049776225384
27.8,1.1,2.729,-0.52804177945247
27.8,1.1,2.732,-0.521258667327499
27.8,1.1,2.735,-0.514691893988769
27.8,1.1,2.738,-0.508333316918341
27.8,1.1,2.741,-0.502175174762222
27.8,1.1,2.744,-0.496210066543116
27.8,1.1,2.747,-0.490430932168156
27.8,1.1,2.75,-0.484831034141519
27.8,1.1,2.753,-0.479403940398776
27.8,1.1,2.756,-0.474143508186052
27.8,1.1,2.759,-0.469043868912946
27.8,1.1,2.762,-0.464099413913445
27.8,1.1,2.765,-0.459304781053999
27.8,1.1,2.768,-0.454654842132326
27.8,1.1,2.771,-0.450144691014744
27.8,1.1,2.774,-0.44576963246363
27.8,1.1,2.777,-0.441525171609979
27.8,1.1,2.78,-0.437407004029428
27.8,1.1,2.783,-0.433411006383022
27.8,1.1,2.786,-0.429533227586653
27.8,1.1,2.789,-0.4257698804758
27.8,1.1,2.792,-0.422117333934407
27.8,1.1,2.795,-0.41857210545892
27.8,1.1,2.798,-0.415130854130574
27.8,1.1,2.801,-0.411790373970753
27.8,1.1,2.804,-0.408547587656044
27.8,1.1,2.807,-0.405399540571157
27.8,1.1,2.81,-0.402343395179318
27.8,1.1,2.813,-0.399376425691179
27.8,1.1,2.816,-0.396496013014426
27.8,1.1,2.819,-0.393699639967571
27.8,1.1,2.822,-0.390984886742405
27.8,1.1,2.825,-0.388349426600607
27.8,1.1,2.828,-0.385791021790975
27.8,1.1,2.831,-0.383307519674592
27.8,1.1,2.834,-0.380896849046032
27.8,1.1,2.837,-0.378557016639489
27.8,1.1,2.84,-0.37628610380944
27.8,1.1,2.843,-0.37408226337596
27.8,1.1,2.846,-0.371943716625667
27.8,1.1,2.849,-0.369868750459594
27.8,1.1,2.852,-0.367855714679923
27.8,1.1,2.855,-0.365903019408039
27.8,1.1,2.858,-0.36400913262676
27.8,1.1,2.861,-0.362172577840051
27.8,1.1,2.864,-0.360391931843906
27.8,1.1,2.867,-0.35866582260254
27.8,1.1,2.87,-0.356992927224255
27.8,1.1,2.873,-0.355371970031774
27.8,1.1,2.876,-0.353801720722108
27.8,1.1,2.879,-0.352280992611299
27.8,1.1,2.882,-0.350808640959661
27.8,1.1,2.885,-0.349383561373397
27.8,1.1,2.888,-0.348004688278681
27.8,1.1,2.891,-0.346670993464553
27.8,1.1,2.894,-0.345381484691158
27.8,1.1,2.897,-0.344135204360047
27.8,1.1,2.9,-0.342931228243462
27.8,1.1,2.903,-0.341768664269696
27.8,1.1,2.906,-0.340646651361724
27.8,1.1,2.909,-0.33956435832659
27.8,1.1,2.912,-0.338520982792996
27.8,1.1,2.915,-0.3375157501948
27.8,1.1,2.918,-0.336547912798248
27.8,1.1,2.921,-0.335616748770792
27.8,1.1,2.924,-0.334721561289577
27.8,1.1,2.927,-0.333861677687698
27.8,1.1,2.93,-0.333036448636438
27.8,1.1,2.933,-0.332245247361863
27.8,1.1,2.936,-0.331487468894137
27.8,1.1,2.939,-0.330762529348054
27.8,1.1,2.942,-0.330069865233375
27.8,1.1,2.945,-0.329408932793595
27.8,1.1,2.948,-0.328779207371873
27.8,1.1,2.951,-0.328180182802869
27.8,1.1,2.954,-0.327611370829368
27.8,1.1,2.957,-0.327072300542543
27.8,1.1,2.96,-0.326562517844866
27.8,1.1,2.963,-0.326081584934612
27.8,1.1,2.966,-0.325629079811063
27.8,1.1,2.969,-0.325204595799463
27.8,1.1,2.972,-0.324807741094913
27.8,1.1,2.975,-0.324438138324383
27.8,1.1,2.978,-0.324095424126026
27.8,1.1,2.981,-0.32377924874511
27.8,1.1,2.984,-0.323489275645861
27.8,1.1,2.987,-0.32322518113849
27.8,1.1,2.99,-0.322986654020864
27.8,1.1,2.993,-0.322773395234134
27.8,1.1,2.996,-0.32258511753176
27.8,1.1,2.999,-0.322421545161441
27.8,1.1,3.002,-0.322282413559333
27.8,1.1,3.005,-0.322167469056122
27.8,1.1,3.008,-0.322076468594459
27.8,1.1,3.011,-0.32200917945729
27.8,1.1,3.014,-0.32196537900665
27.8,1.1,3.017,-0.321944854432522
27.8,1.1,3.02,-0.32194740251135
27.8,1.1,3.023,-0.321972829373824
27.8,1.1,3.026,-0.322020950281598
27.8,1.1,3.029,-0.322091589412576
27.8,1.1,3.032,-0.322184579654447
27.8,1.1,3.035,-0.322299762406146
27.8,1.1,3.038,-0.322436987386958
27.8,1.1,3.041,-0.32259611245296
27.8,1.1,3.044,-0.322777003420509
27.8,1.1,3.047,-0.322979533896584
27.8,1.1,3.05,-0.323203585115644
27.8,1.3,1.85,-0.168886555452235
27.8,1.3,1.853,-0.170156034511628
27.8,1.3,1.856,-0.171441265263623
27.8,1.3,1.859,-0.17274254620055
27.8,1.3,1.862,-0.17406018305499
27.8,1.3,1.865,-0.175394489023361
27.8,1.3,1.868,-0.176745784997307
27.8,1.3,1.871,-0.178114399803138
27.8,1.3,1.874,-0.179500670449679
27.8,1.3,1.877,-0.180904942384908
27.8,1.3,1.88,-0.182327569761639
27.8,1.3,1.883,-0.183768915712749
27.8,1.3,1.886,-0.185229352636223
27.8,1.3,1.889,-0.186709262490509
27.8,1.3,1.892,-0.188209037100574
27.8,1.3,1.895,-0.189729078475113
27.8,1.3,1.898,-0.191269799135383
27.8,1.3,1.901,-0.192831622456149
27.8,1.3,1.904,-0.194414983019265
27.8,1.3,1.907,-0.196020326980421
27.8,1.3,1.91,-0.197648112449615
27.8,1.3,1.913,-0.199298809885968
27.8,1.3,1.916,-0.200972902507461
27.8,1.3,1.919,-0.202670886716289
27.8,1.3,1.922,-0.20439327254047
27.8,1.3,1.925,-0.206140584092483
27.8,1.3,1.928,-0.20791336004561
27.8,1.3,1.931,-0.209712154128844
27.8,1.3,1.934,-0.21153753564116
27.8,1.3,1.937,-0.213390089985988
27.8,1.3,1.94,-0.215270419226881
27.8,1.3,1.943,-0.217179142665252
27.8,1.3,1.946,-0.219116897441247
27.8,1.3,1.949,-0.221084339158794
27.8,1.3,1.952,-0.223082142535946
27.8,1.3,1.955,-0.225111002081692
27.8,1.3,1.958,-0.227171632800474
27.8,1.3,1.961,-0.229264770925709
27.8,1.3,1.964,-0.23139117468369
27.8,1.3,1.967,-0.233551625089279
27.8,1.3,1.97,-0.23574692677497
27.8,1.3,1.973,-0.237977908854843
27.8,1.3,1.976,-0.240245425825178
27.8,1.3,1.979,-0.242550358503427
27.8,1.3,1.982,-0.244893615007493
27.8,1.3,1.985,-0.247276131777218
27.8,1.3,1.988,-0.249698874640252
27.8,1.3,1.991,-0.252162839924413
27.8,1.3,1.994,-0.254669055618945
27.8,1.3,1.997,-0.257218582587078
27.8,1.3,2,-0.25981251583251
27.8,1.3,2.003,-0.262451985822529
27.8,1.3,2.006,-0.265138159870719
27.8,1.3,2.009,-0.267872243582261
27.8,1.3,2.012,-0.270655482365116
27.8,1.3,2.015,-0.273489163010483
27.8,1.3,2.018,-0.276374615346217
27.8,1.3,2.021,-0.279313213967003
27.8,1.3,2.024,-0.282306380045371
27.8,1.3,2.027,-0.285355583227921
27.8,1.3,2.03,-0.288462343621244
27.8,1.3,2.033,-0.291628233872481
27.8,1.3,2.036,-0.294854881349612
27.8,1.3,2.039,-0.298143970426955
27.8,1.3,2.042,-0.301497244881686
27.8,1.3,2.045,-0.304916510407517
27.8,1.3,2.048,-0.30840363725208
27.8,1.3,2.051,-0.311960562984983
27.8,1.3,2.054,-0.3155892954039
27.8,1.3,2.057,-0.319291915586592
27.8,1.3,2.06,-0.323070581097172
27.8,1.3,2.063,-0.326927529355557
27.8,1.3,2.066,-0.330865081179568
27.8,1.3,2.069,-0.334885644509757
27.8,1.3,2.072,-0.33899171832772
27.8,1.3,2.075,-0.34318589677941
27.8,1.3,2.078,-0.347470873515566
27.8,1.3,2.081,-0.351849446262443
27.8,1.3,2.084,-0.356324521636656
27.8,1.3,2.087,-0.360899120219055
27.8,1.3,2.09,-0.365576381903517
27.8,1.3,2.093,-0.370359571537621
27.8,1.3,2.096,-0.375252084873345
27.8,1.3,2.099,-0.380257454847238
27.8,1.3,2.102,-0.3853793582108
27.8,1.3,2.105,-0.390621622533376
27.8,1.3,2.108,-0.395988233601307
27.8,1.3,2.111,-0.401483343238996
27.8,1.3,2.114,-0.407111277579151
27.8,1.3,2.117,-0.412876545811676
27.8,1.3,2.12,-0.418783849442664
27.8,1.3,2.123,-0.424838092097375
27.8,1.3,2.126,-0.431044389903567
27.8,1.3,2.129,-0.437408082494219
27.8,1.3,2.132,-0.443934744671726
27.8,1.3,2.135,-0.450630198778734
27.8,1.3,2.138,-0.457500527824317
27.8,1.3,2.141,-0.4645520894179
27.8,1.3,2.144,-0.471791530567427
27.8,1.3,2.147,-0.479225803402652
27.8,1.3,2.15,-0.486862181889277
27.8,1.3,2.153,-0.494708279604837
27.8,1.3,2.156,-0.502772068652897
27.8,1.3,2.159,-0.511061899798301
27.8,1.3,2.162,-0.51958652391295
27.8,1.3,2.165,-0.52835511482886
27.8,1.3,2.168,-0.537377293703244
27.8,1.3,2.171,-0.546663155009057
27.8,1.3,2.174,-0.556223294273917
27.8,1.3,2.177,-0.566068837700708
27.8,1.3,2.18,-0.576211473814451
27.8,1.3,2.183,-0.58666348729245
27.8,1.3,2.186,-0.597437795148228
27.8,1.3,2.189,-0.608547985454635
27.8,1.3,2.192,-0.620008358807697
27.8,1.3,2.195,-0.631833972750693
27.8,1.3,2.198,-0.644040689397277
27.8,1.3,2.201,-0.656645226514179
27.8,1.3,2.204,-0.669665212347305
27.8,1.3,2.207,-0.683119244501109
27.8,1.3,2.21,-0.697026953209512
27.8,1.3,2.213,-0.71140906936798
27.8,1.3,2.216,-0.726287497730965
27.8,1.3,2.219,-0.741685395716735
27.8,1.3,2.222,-0.75762725830392
27.8,1.3,2.225,-0.774139009550055
27.8,1.3,2.228,-0.791248101313838
27.8,1.3,2.231,-0.808983619819117
27.8,1.3,2.234,-0.827376400761469
27.8,1.3,2.237,-0.846459153727088
27.8,1.3,2.24,-0.866266596770864
27.8,1.3,2.243,-0.88683560208514
27.8,1.3,2.246,-0.908205353785418
27.8,1.3,2.249,-0.930417518943801
27.8,1.3,2.252,-0.953516433117584
27.8,1.3,2.255,-0.97754930175003
27.8,1.3,2.258,-1.00256641896449
27.8,1.3,2.261,-1.02862140543395
27.8,1.3,2.264,-1.05577146718722
27.8,1.3,2.267,-1.08407767741338
27.8,1.3,2.27,-1.11360528354945
27.8,1.3,2.273,-1.14442404218687
27.8,1.3,2.276,-1.17660858461224
27.8,1.3,2.279,-1.21023881611213
27.8,1.3,2.282,-1.24540035252425
27.8,1.3,2.285,-1.28218499791383
27.8,1.3,2.288,-1.32069126769949
27.8,1.3,2.291,-1.36102496205636
27.8,1.3,2.294,-1.40329979499099
27.8,1.3,2.297,-1.44763808512451
27.8,1.3,2.3,-1.49417151494778
27.8,1.3,2.303,-1.54304196613707
27.8,1.3,2.306,-1.59440243945855
27.8,1.3,2.309,-1.64841806886065
27.8,1.3,2.312,-1.70526724057922
27.8,1.3,2.315,-1.76514282948605
27.8,1.3,2.318,-1.82825356653026
27.8,1.3,2.321,-1.89482555299236
27.8,1.3,2.324,-1.9651039394409
27.8,1.3,2.327,-2.03935478981172
27.8,1.3,2.33,-2.11786715399198
27.8,1.3,2.333,-2.20095537578143
27.8,1.3,2.336,-2.28896166723593
27.8,1.3,2.339,-2.38225898532572
27.8,1.3,2.342,-2.48125425275279
27.8,1.3,2.345,-2.58639197191655
27.8,1.3,2.348,-2.69815828971516
27.8,1.3,2.351,-2.81708558154117
27.8,1.3,2.354,-2.94375763602435
27.8,1.3,2.357,-3.07881553852151
27.8,1.3,2.36,-3.22296437201838
27.8,1.3,2.363,-3.37698088028624
27.8,1.3,2.366,-3.54172227156431
27.8,1.3,2.369,-3.71813638406458
27.8,1.3,2.372,-3.90727349041252
27.8,1.3,2.375,-4.11030009110703
27.8,1.3,2.378,-4.32851514320674
27.8,1.3,2.381,-4.56336929803329
27.8,1.3,2.384,-4.81648789228688
27.8,1.3,2.387,-5.08969866680196
27.8,1.3,2.39,-5.38506549907495
27.8,1.3,2.393,-5.70492986204085
27.8,1.3,2.396,-6.05196230839602
27.8,1.3,2.399,-6.42922709254337
27.8,1.3,2.402,-6.84026417362588
27.8,1.3,2.405,-7.28919442200616
27.8,1.3,2.408,-7.78085605011268
27.8,1.3,2.411,-8.32098331503199
27.8,1.3,2.414,-8.91644257897017
27.8,1.3,2.417,-9.575545797113
27.8,1.3,2.42,-10.3084663673141
27.8,1.3,2.423,-11.1277826450399
27.8,1.3,2.426,-12.0491553785557
27.8,1.3,2.429,-13.0920583384227
27.8,1.3,2.432,-14.2801684719786
27.8,1.3,2.435,-15.6399580608733
27.8,1.3,2.438,-17.1924599444414
27.8,1.3,2.441,-18.9216771595364
27.8,1.3,2.444,-20.6744375375363
27.8,1.3,2.447,-21.9568129194769
27.8,1.3,2.45,-22.0203208794519
27.8,1.3,2.453,-20.8167844078089
27.8,1.3,2.456,-19.0787484105971
27.8,1.3,2.459,-17.3376511574771
27.8,1.3,2.462,-15.7676160644031
27.8,1.3,2.465,-14.3911965216468
27.8,1.3,2.468,-13.1887923190973
27.8,1.3,2.471,-12.1339134360385
27.8,1.3,2.474,-11.2025365643309
27.8,1.3,2.477,-10.3748253147742
27.8,1.3,2.48,-9.63481386113441
27.8,1.3,2.483,-8.96968276207187
27.8,1.3,2.486,-8.36907138252855
27.8,1.3,2.489,-7.82452230213094
27.8,1.3,2.492,-7.32905521504173
27.8,1.3,2.495,-6.87684554846095
27.8,1.3,2.498,-6.4629825373293
27.8,1.3,2.501,-6.08328621795748
27.8,1.3,2.504,-5.73416784455103
27.8,1.3,2.507,-5.41252236507436
27.8,1.3,2.51,-5.11564470324202
27.8,1.3,2.513,-4.84116385695487
27.8,1.3,2.516,-4.58699045001798
27.8,1.3,2.519,-4.35127453949826
27.8,1.3,2.522,-4.13237131811233
27.8,1.3,2.525,-3.9288129550651
27.8,1.3,2.528,-3.73928525733502
27.8,1.3,2.531,-3.56260815403405
27.8,1.3,2.534,-3.39771924255165
27.8,1.3,2.537,-3.24365981029449
27.8,1.3,2.54,-3.09956287666391
27.8,1.3,2.543,-2.96464289839331
27.8,1.3,2.546,-2.8381868560522
27.8,1.3,2.549,-2.71954649659345
27.8,1.3,2.552,-2.60813155076625
27.8,1.3,2.555,-2.50340377832204
27.8,1.3,2.558,-2.40487172061989
27.8,1.3,2.561,-2.31208606127685
27.8,1.3,2.564,-2.22463551223344
27.8,1.3,2.567,-2.14214315601079
27.8,1.3,2.57,-2.06426318576605
27.8,1.3,2.573,-1.99067799357451
27.8,1.3,2.576,-1.92109556460665
27.8,1.3,2.579,-1.85524714085546
27.8,1.3,2.582,-1.79288512305591
27.8,1.3,2.585,-1.73378118362002
27.8,1.3,2.588,-1.67772456693927
27.8,1.3,2.591,-1.62452055640216
27.8,1.3,2.594,-1.57398909003141
27.8,1.3,2.597,-1.52596350883875
27.8,1.3,2.6,-1.48028942388601
27.8,1.3,2.603,-1.43682368967666
27.8,1.3,2.606,-1.3954334729239
27.8,1.3,2.609,-1.35599540697935
27.8,1.3,2.612,-1.31839482328994
27.8,1.3,2.615,-1.28252505220054
27.8,1.3,2.618,-1.24828678625377
27.8,1.3,2.621,-1.21558749987465
27.8,1.3,2.624,-1.18434091997654
27.8,1.3,2.627,-1.15446654259916
27.8,1.3,2.63,-1.12588919119811
27.8,1.3,2.633,-1.09853861265707
27.8,1.3,2.636,-1.07234910749467
27.8,1.3,2.639,-1.04725919109551
27.8,1.3,2.642,-1.02321128311256
27.8,1.3,2.645,-1.00015142247224
27.8,1.3,2.648,-0.978029005666911
27.8,1.3,2.651,-0.956796546246025
27.8,1.3,2.654,-0.936409453620026
27.8,1.3,2.657,-0.916825829472894
27.8,1.3,2.66,-0.898006280241886
27.8,1.3,2.663,-0.879913744269593
27.8,1.3,2.666,-0.862513332364269
27.8,1.3,2.669,-0.845772180622935
27.8,1.3,2.672,-0.829659314477712
27.8,1.3,2.675,-0.814145523021525
27.8,1.3,2.678,-0.7992032427556
27.8,1.3,2.681,-0.784806449978962
27.8,1.3,2.684,-0.770930561110111
27.8,1.3,2.687,-0.757552340294786
27.8,1.3,2.69,-0.744649813710681
27.8,1.3,2.693,-0.732202190032118
27.8,1.3,2.696,-0.720189786564372
27.8,1.3,2.699,-0.708593960600111
27.8,1.3,2.702,-0.697397045588666
27.8,1.3,2.705,-0.68658229174413
27.8,1.3,2.708,-0.676133810749784
27.8,1.3,2.711,-0.666036524245342
27.8,1.3,2.714,-0.65627611580968
27.8,1.3,2.717,-0.646838986175555
27.8,1.3,2.72,-0.63771221143459
27.8,1.3,2.723,-0.628883504010521
27.8,1.3,2.726,-0.620341176196809
27.8,1.3,2.729,-0.612074106071132
27.8,1.3,2.732,-0.60407170561422
27.8,1.3,2.735,-0.596323890874405
27.8,1.3,2.738,-0.588821054031577
27.8,1.3,2.741,-0.581554037225797
27.8,1.3,2.744,-0.574514108026377
27.8,1.3,2.747,-0.567692936426671
27.8,1.3,2.75,-0.561082573258787
27.8,1.3,2.753,-0.554675429930416
27.8,1.3,2.756,-0.548464259393358
27.8,1.3,2.759,-0.542442138260178
27.8,1.3,2.762,-0.536602449991646
27.8,1.3,2.765,-0.530938869083272
27.8,1.3,2.768,-0.525445346184671
27.8,1.3,2.771,-0.520116094090184
27.8,1.3,2.774,-0.514945574543753
27.8,1.3,2.777,-0.509928485805119
27.8,1.3,2.78,-0.505059750928183
27.8,1.3,2.783,-0.500334506705942
27.8,1.3,2.786,-0.495748093239517
27.8,1.3,2.789,-0.491296044091887
27.8,1.3,2.792,-0.486974076989616
27.8,1.3,2.795,-0.482778085038404
27.8,1.3,2.798,-0.478704128420702
27.8,1.3,2.801,-0.474748426545716
27.8,1.3,2.804,-0.470907350624211
27.8,1.3,2.807,-0.467177416642363
27.8,1.3,2.81,-0.463555278710572
27.8,1.3,2.813,-0.460037722764894
27.8,1.3,2.816,-0.456621660600055
27.8,1.3,2.819,-0.453304124214534
27.8,1.3,2.822,-0.450082260449392
27.8,1.3,2.825,-0.446953325903722
27.8,1.3,2.828,-0.443914682110775
27.8,1.3,2.831,-0.440963790959703
27.8,1.3,2.834,-0.438098210348933
27.8,1.3,2.837,-0.435315590058028
27.8,1.3,2.84,-0.432613667825715
27.8,1.3,2.843,-0.429990265622516
27.8,1.3,2.846,-0.427443286107181
27.8,1.3,2.849,-0.42497070925673
27.8,1.3,2.852,-0.42257058916058
27.8,1.3,2.855,-0.42024105096981
27.8,1.3,2.858,-0.417980287993105
27.8,1.3,2.861,-0.415786558931528
27.8,1.3,2.864,-0.4136581852446
27.8,1.3,2.867,-0.411593548640814
27.8,1.3,2.87,-0.40959108868587
27.8,1.3,2.873,-0.407649300522503
27.8,1.3,2.876,-0.405766732696103
27.8,1.3,2.879,-0.403941985080546
27.8,1.3,2.882,-0.402173706899129
27.8,1.3,2.885,-0.4004605948357
27.8,1.3,2.888,-0.398801391231373
27.8,1.3,2.891,-0.39719488236251
27.8,1.3,2.894,-0.39563989679586
27.8,1.3,2.897,-0.394135303816982
27.8,1.3,2.9,-0.392680011928306
27.8,1.3,2.903,-0.391272967413399
27.8,1.3,2.906,-0.38991315296415
27.8,1.3,2.909,-0.388599586367793
27.8,1.3,2.912,-0.387331319250905
27.8,1.3,2.915,-0.386107435877549
27.8,1.3,2.918,-0.38492705199902
27.8,1.3,2.921,-0.383789313752673
27.8,1.3,2.924,-0.382693396607573
27.8,1.3,2.927,-0.38163850435465
27.8,1.3,2.93,-0.380623868139367
27.8,1.3,2.933,-0.379648745534852
27.8,1.3,2.936,-0.378712419653642
27.8,1.3,2.939,-0.377814198296218
27.8,1.3,2.942,-0.376953413134717
27.8,1.3,2.945,-0.376129418930106
27.8,1.3,2.948,-0.375341592781396
27.8,1.3,2.951,-0.374589333405393
27.8,1.3,2.954,-0.373872060445617
27.8,1.3,2.957,-0.373189213809119
27.8,1.3,2.96,-0.372540253029913
27.8,1.3,2.963,-0.371924656657885
27.8,1.3,2.966,-0.371341921672018
27.8,1.3,2.969,-0.370791562916926
27.8,1.3,2.972,-0.370273112561622
27.8,1.3,2.975,-0.369786119579604
27.8,1.3,2.978,-0.369330149249324
27.8,1.3,2.981,-0.368904782674183
27.8,1.3,2.984,-0.368509616321176
27.8,1.3,2.987,-0.368144261577477
27.8,1.3,2.99,-0.367808344324141
27.8,1.3,2.993,-0.367501504526225
27.8,1.3,2.996,-0.367223395838672
27.8,1.3,2.999,-0.366973685227259
